Protein_Group,Genes,ETP-56035_6hr,ETP-56328_6hr,ETP-56168_6hr
O75121,MFAP3L,No,No,No
O75122,CLASP2,No,No,No
O75123,ZNF623,No,No,No
O75127,PTCD1,No,No,No
O75128,COBL,No,No,No
O75129,ASTN2,No,No,No
O75131,CPNE3,No,No,No
O75132,ZBED4,No,No,No
O75140,DEPDC5,No,No,No
O75143,ATG13,No,No,No
O75144,ICOSLG,No,No,No
O75145,PPFIA3,No,No,DMSO_6hr
O75146,HIP1R,No,No,No
O75147,OBSL1,No,No,No
O75150,RNF40,No,No,No
O75151,PHF2,No,No,No
O75152,ZC3H11A,No,No,No
O75153,CLUH,No,No,No
O75154,RAB11FIP3,No,No,No
O75157,TSC22D2,No,No,No
O75161,NPHP4,No,No,No
O75164,KDM4A,No,No,No
O75165,DNAJC13,No,No,No
O75167,PHACTR2,No,No,No
O75170,PPP6R2,No,No,No
O75175,CNOT3,No,No,No
O75177,SS18L1,No,No,No
O75179,ANKRD17,No,No,No
O75182,SIN3B,No,No,No
O75185,ATP2C2,No,No,No
O75190,DNAJB6,No,No,No
O75191,XYLB,No,No,No
O75197,LRP5,No,No,No
O75204,TMEM127,No,No,No
O75208,COQ9,No,No,No
O75223,GGCT,No,No,No
O75251,NDUFS7,No,No,No
O75264,SMIM24,No,No,No
O75290,ZNF780A,No,No,No
O75298,RTN2,No,No,No
O75306,NDUFS2,No,No,No
O75312,ZPR1,No,No,No
O75317,USP12,No,No,No
O75319,DUSP11,No,No,No
O75323,NIPSNAP2,No,No,No
O75324,SNN,No,No,No
O75330,HMMR,No,No,No
O75340,PDCD6,No,No,No
O75347,TBCA,No,No,No
O75348,ATP6V1G1,No,No,No
O75351,VPS4B,No,No,No
O75352,MPDU1,No,No,No
O75354,ENTPD6,No,No,No
O75356,ENTPD5,No,No,No
O75362,ZNF217,No,No,No
O75367,MACROH2A1,No,No,No
O75368,SH3BGRL,No,No,No
O75369,FLNB,No,No,No
O75376,NCOR1,No,No,No
O75379,VAMP4,No,No,No
O75380,NDUFS6,No,No,No
O75381,PEX14,No,No,No
O75382,TRIM3,No,No,No
O75385,ULK1,No,No,No
O75386,TULP3,No,No,No
O75390,CS,No,No,No
O75391,SPAG7,No,No,No
O75394,MRPL33,No,No,No
O75396,SEC22B,No,No,No
O75398,DEAF1,No,No,No
O75400,PRPF40A,No,No,No
O75410,TACC1,No,No,No
O75414,NME6,No,No,No
O75417,POLQ,No,No,No
O75419,CDC45,No,No,No
O75420,GIGYF1,No,No,No
O75425,MOSPD3,No,No,No
O75427,LRCH4,No,No,No
O75431,MTX2,No,No,No
O75436,VPS26A,No,No,No
O75438,NDUFB1,No,No,No
O75439,PMPCB,No,No,No
O75446,SAP30,No,No,No
O75448,MED24,No,No,No
O75449,KATNA1,No,No,No
O75460,ERN1,No,No,No
O75461,E2F6,No,No,No
O75467,ZNF324,No,No,No
O75474,FRAT2,DMSO_6hr,No,No
O75475,PSIP1,No,No,No
O75477,ERLIN1,No,No,No
O75478,TADA2A,No,No,No
O75486,SUPT3H,No,No,No
O75487,GPC4,No,No,No
O75489,NDUFS3,No,No,No
O75494,SRSF10,No,No,No
O75496,GMNN,No,No,No
O75503,CLN5,No,No,No
O75506,HSBP1,No,No,No
O75509,TNFRSF21,No,No,No
O75521,ECI2,No,No,No
O75525,KHDRBS3,No,No,No
O75528,TADA3,No,No,No
O75529,TAF5L,No,No,No
O75530,EED,No,No,No
O75531,BANF1,No,No,No
O75533,SF3B1,No,No,No
O75534,CSDE1,No,No,No
O75554,WBP4,No,No,No
O75558,STX11,No,No,No
O75563,SKAP2,No,No,No
O75564,JRK,No,No,No
O75569,PRKRA,No,No,No
O75570,MTRF1,ETP-56035_6hr,No,ETP-56168_6hr
O75575,CRCP,No,No,No
O75581,LRP6,No,No,No
O75582,RPS6KA5,No,No,No
O75586,MED6,No,No,No
O75592,MYCBP2,No,No,No
O75600,GCAT,No,No,No
O75607,NPM3,No,No,No
O75608,LYPLA1,No,No,No
O75616,ERAL1,No,No,No
O75618,DEDD,No,No,No
O75629,CREG1,No,No,No
O75643,SNRNP200,No,No,No
O75648,TRMU,No,No,No
O75663,TIPRL,No,No,No
O75665,OFD1,No,No,No
O75674,TOM1L1,No,No,No
O75676,RPS6KA4,No,No,No
O75683,SURF6,No,No,No
O75688,PPM1B,No,No,No
O75691,UTP20,No,No,No
O75694,NUP155,No,No,No
O75695,RP2,No,No,No
O75712,GJB3,No,No,No
O75716,STK16,No,No,No
O75717,WDHD1,No,No,No
O75718,CRTAP,No,No,No
O75746,SLC25A12,No,No,No
O75752,B3GALNT1,No,No,No
O75771,RAD51D,No,No,No
O75787,ATP6AP2,No,No,No
O75792,RNASEH2A,No,No,No
O75794,CDC123,No,No,No
O75808,CAPN15,No,No,No
O75815,BCAR3,No,No,No
O75817,POP7,No,No,No
O75818,RPP40,No,No,No
O75820,ZNF189,No,No,No
O75821,EIF3G,No,No,No
O75822,EIF3J,No,No,No
O75828,CBR3,No,No,No
O75832,PSMD10,No,No,No
O75841,UPK1B,No,No,No
O75843,AP1G2,No,No,No
O75844,ZMPSTE24,No,No,No
O75845,SC5D,No,No,No
O75864,PPP1R37,No,No,No
O75865,TRAPPC6A,No,No,No
O75874,IDH1,No,No,No
O75879,GATB,No,No,No
O75880,SCO1,No,No,No
O75881,CYP7B1,No,No,No
O75882,ATRN,No,No,No
O75884,RBBP9,No,No,No
O75886,STAM2,No,No,No
O75891,ALDH1L1,No,No,No
O75896,TUSC2,No,No,No
O75907,DGAT1,No,No,No
O75909,CCNK,No,No,No
O75911,DHRS3,No,No,No
O75914,PAK3,No,No,No
O75915,ARL6IP5,No,No,No
O75920,SERF1B,No,No,No
O75925,PIAS1,No,No,No
O75928,PIAS2,No,No,No
O75934,BCAS2,No,No,No
O75935,DCTN3,No,No,No
O75937,DNAJC8,No,No,No
O75940,SMNDC1,No,No,No
O75943,RAD17,No,No,No
O75947,ATP5PD,No,No,No
O75953,DNAJB5,No,No,No
O75954,TSPAN9,No,No,No
O75955,FLOT1,No,No,No
O75962,TRIO,No,No,No
O75964,ATP5MG,No,No,No
O75969,AKAP3,No,No,No
O75970,MPDZ,No,No,No
O75971,SNAPC5,No,No,No
O75976,CPD,No,No,No
O76003,GLRX3,No,No,No
CON__O76009,KRT33A,No,No,No
O76021,RSL1D1,No,No,No
O76024,WFS1,No,No,No
O76031,CLPX,No,No,No
O76041,NEBL,No,No,No
O76054,SEC14L2,No,No,No
O76061,STC2,No,No,No
O76062,TM7SF2,No,No,No
O76064,RNF8,No,No,No
O76071,CIAO1,No,No,No
O76074,PDE5A,No,No,No
O76075,DFFB,No,No,No
O76080,ZFAND5,No,No,No
O76081,RGS20,No,No,No
O76082,SLC22A5,No,No,No
O76083,PDE9A,No,No,No
O76093,FGF18,No,No,No
O76094,SRP72,No,No,No
O76095,JTB,No,No,No
CON__O77727,KRT15,No,No,No
O77932,DXO,No,No,No
O94760,DDAH1,No,No,No
O94761,RECQL4,No,No,No
O94762,RECQL5,No,No,No
O94763,URI1,No,No,No
O94766,B3GAT3,No,No,No
O94768,STK17B,No,No,No
O94776,MTA2,No,No,No
O94782,USP1,No,No,No
O94788,ALDH1A2,No,No,No
O94804,STK10,No,No,No
O94806,PRKD3,No,No,No
O94811,TPPP,No,No,No
O94817,ATG12,No,No,No
O94819,KBTBD11,No,No,No
O94822,LTN1,No,No,No
O94826,TOMM70,No,No,No
O94827,PLEKHG5,No,No,No
O94829,IPO13,No,No,No
O94830,DDHD2,No,No,No
O94832,MYO1D,No,No,No
O94842,TOX4,No,No,No
O94851,MICAL2,No,No,No
O94854,KIAA0754,No,No,No
O94855,SEC24D,No,No,No
O94864,SUPT7L,No,No,No
O94868,FCHSD2,No,No,No
O94874,UFL1,No,No,No
O94876,TMCC1,No,No,No
O94880,PHF14,No,No,No
O94885,SASH1,No,No,No
O94886,TMEM63A,No,No,No
O94887,FARP2,No,No,No
O94888,UBXN7,No,No,No
O94889,KLHL18,No,No,No
O94892,ZNF432,No,No,No
O94898,LRIG2,No,No,No
O94900,TOX,No,DMSO_6hr,No
O94901,SUN1,No,No,No
O94903,PLPBP,No,No,No
O94905,ERLIN2,No,No,No
O94906,PRPF6,No,No,No
O94907,DKK1,No,No,No
O94910,ADGRL1,No,No,No
O94913,PCF11,No,No,No
O94915,FRYL,No,No,No
O94916,NFAT5,No,No,No
O94919,ENDOD1,No,No,No
O94921,CDK14,No,No,No
O94923,GLCE,No,No,No
O94925,GLS,No,No,No
O94927,HAUS5,No,No,No
O94941,UBOX5,No,No,No
O94952,FBXO21,No,No,No
O94953,KDM4B,No,No,No
O94955,RHOBTB3,No,No,DMSO_6hr
O94964,SOGA1,No,No,No
O94966,USP19,No,No,No
O94967,WDR47,No,No,No
O94972,TRIM37,No,No,No
O94973,AP2A2,No,No,No
O94979,SEC31A,No,No,No
O94983,CAMTA2,No,No,No
O94985,CLSTN1,No,No,No
O94986,CEP152,No,No,No
O94988,FAM13A,No,No,No
O94991,SLITRK5,No,No,No
O94992,HEXIM1,No,No,No
O95049,TJP3,No,No,No
O95059,RPP14,No,No,No
O95067,CCNB2,No,No,No
O95070,YIF1A,No,No,No
O95071,UBR5,No,No,No
O95073,FSBP,No,No,No
O95081,AGFG2,No,No,No
O95084,PRSS23,No,No,No
O95104,SCAF4,No,No,No
O95125,ZNF202,No,No,No
O95136,S1PR2,No,ETP-56328_6hr,ETP-56168_6hr
O95139,NDUFB6,No,No,No
O95140,MFN2,No,No,No
O95147,DUSP14,No,No,No
O95149,SNUPN,No,No,No
O95155,UBE4B,No,No,No
O95158,NXPH4,DMSO_6hr,No,No
O95159,ZFPL1,No,No,No
O95163,ELP1,No,No,No
O95164,UBL3,No,No,No
O95166,GABARAP,No,No,No
O95167,NDUFA3,No,No,No
O95168,NDUFB4,No,No,No
O95169,NDUFB8,No,No,No
O95178,NDUFB2,No,No,No
O95182,NDUFA7,No,No,No
O95196,CSPG5,No,No,No
O95197,RTN3,No,No,No
O95198,KLHL2,No,No,No
O95199,RCBTB2,DMSO_6hr,No,No
O95201,ZNF205,No,No,No
O95202,LETM1,No,No,No
O95208,EPN2,No,No,No
O95210,STBD1,No,No,No
O95214,LEPROTL1,No,No,No
O95218,ZRANB2,No,No,No
O95219,SNX4,No,No,No
O95229,ZWINT,No,No,No
O95232,LUC7L3,No,No,No
O95235,KIF20A,No,No,No
O95239,KIF4A,No,No,No
O95243,MBD4,No,No,No
O95248,SBF1,No,No,No
O95249,GOSR1,No,No,No
O95251,KAT7,No,No,No
O95258,SLC25A14,No,No,No
O95260,ATE1,No,No,No
O95271,TNKS,No,No,No
O95273,CCNDBP1,No,No,No
O95279,KCNK5,No,No,No
O95292,VAPB,No,No,No
O95294,RASAL1,No,No,No
O95295,SNAPIN,No,No,No
O95297,MPZL1,No,No,No
O95298,NDUFC2,No,No,No
O95299,NDUFA10,No,No,No
O95302,FKBP9,No,No,No
O95319,CELF2,No,No,No
O95336,PGLS,No,No,No
O95340,PAPSS2,No,No,No
O95347,SMC2,No,No,No
O95352,ATG7,No,No,No
O95359,TACC2,No,No,No
O95361,TRIM16,No,No,No
O95363,FARS2,No,No,No
O95365,ZBTB7A,No,No,No
O95372,LYPLA2,No,No,No
O95373,IPO7,No,No,No
O95376,ARIH2,No,No,No
O95379,TNFAIP8,No,No,No
O95382,MAP3K6,No,No,No
O95391,SLU7,No,No,No
O95394,PGM3,No,No,No
O95396,MOCS3,No,No,No
O95398,RAPGEF3,No,No,No
O95400,CD2BP2,No,No,No
O95402,MED26,No,No,No
O95405,ZFYVE9,No,No,No
O95407,TNFRSF6B,No,No,No
O95409,ZIC2,No,No,No
O95415,BRI3,No,No,No
O95425,SVIL,No,No,No
O95427,PIGN,No,No,No
O95429,BAG4,No,No,No
O95433,AHSA1,No,No,No
O95436,SLC34A2,No,No,No
O95445,APOM,No,No,No
O95453,PARN,No,No,No
O95455,TGDS,No,No,No
O95456,PSMG1,No,No,No
O95466,FMNL1,No,No,No
O95470,SGPL1,No,No,No
O95476,CTDNEP1,No,No,No
O95477,ABCA1,No,No,No
O95478,NSA2,No,No,No
O95479,H6PD,No,No,No
O95486,SEC24A,No,No,No
O95487,SEC24B,No,No,No
O95490,ADGRL2,No,No,No
O95503,CBX6,No,No,No
O95528,SLC2A10,No,No,No
O95544,NADK,No,No,No
O95551,TDP2,No,No,No
O95562,SFT2D2,No,No,No
O95563,MPC2,No,No,No
O95568,METTL18,No,No,No
O95571,ETHE1,No,No,No
O95573,ACSL3,No,No,No
O95600,KLF8,No,No,No
O95602,POLR1A,No,No,No
O95613,PCNT,No,No,No
O95619,YEATS4,No,No,No
O95620,DUS4L,No,No,No
O95625,ZBTB11,No,No,No
O95628,CNOT4,No,No,No
O95630,STAMBP,No,No,No
O95639,CPSF4,No,No,No
O95644,NFATC1,No,No,No
O95671,ASMTL,No,No,No
O95674,CDS2,No,No,No
O95677,EYA4,No,No,No
CON__O95678,KRT75,No,No,No
O95684,CEP43,No,No,No
O95685,PPP1R3D,No,No,No
O95696,BRD1,No,No,No
O95707,POP4,No,No,No
O95714,HERC2,No,No,No
O95716,RAB3D,No,No,No
O95721,SNAP29,No,No,No
O95747,OXSR1,No,No,No
O95749,GGPS1,No,No,No
O95751,LDOC1,No,No,No
O95754,SEMA4F,No,No,No
O95755,RAB36,No,No,No
O95757,HSPA4L,No,No,No
O95758,PTBP3,No,No,No
O95759,TBC1D8,No,No,No
O95772,STARD3NL,No,No,No
O95777,LSM8,No,No,No
O95782,AP2A1,No,No,No
O95785,WIZ,No,No,No
O95786,DDX58,No,No,No
O95789,ZMYM6,No,No,No
O95793,STAU1,No,No,No
O95801,TTC4,No,No,No
O95807,TMEM50A,No,No,No
O95816,BAG2,No,No,No
O95817,BAG3,No,No,No
O95819,MAP4K4,No,No,No
O95822,MLYCD,No,No,No
O95825,CRYZL1,No,No,No
O95831,AIFM1,No,No,No
O95832,CLDN1,No,No,No
O95834,EML2,No,No,No
O95835,LATS1,No,No,No
O95848,NUDT14,No,No,No
O95857,TSPAN13,No,No,No
O95858,TSPAN15,No,No,No
O95861,BPNT1,No,No,No
O95864,FADS2,No,No,No
O95865,DDAH2,No,No,No
O95870,ABHD16A,No,No,No
O95872,GPANK1,No,No,No
O95873,C6orf47,No,No,No
O95881,TXNDC12,No,No,No
O95900,TRUB2,No,No,No
O95905,ECD,No,No,No
O95926,SYF2,No,No,No
O95931,CBX7,No,No,No
O95935,TBX18,No,No,No
O95969,SCGB1D2,No,No,No
O95980,RECK,No,No,No
O95983,MBD3,No,No,No
O95985,TOP3B,No,No,No
O95989,NUDT3,No,No,No
O95995,GAS8,No,No,DMSO_6hr
O95997,PTTG1,No,No,No
O95999,BCL10,No,No,No
O96000,NDUFB10,No,No,No
O96005,CLPTM1,No,No,No
O96006,ZBED1,No,No,No
O96007,MOCS2,No,No,No
O96008,TOMM40,No,No,No
O96011,PEX11B,No,No,No
O96013,PAK4,No,No,No
O96015,DNAL4,No,No,No
O96017,CHEK2,No,No,No
O96018,APBA3,No,No,No
O96019,ACTL6A,No,No,No
O96020,CCNE2,No,No,No
O96028,NSD2,No,No,No
P00156,MT-CYB,No,No,No
P00167,CYB5A,No,No,No
P00338,LDHA,No,No,No
P00367,GLUD1,No,No,No
P00374,DHFR,No,No,No
P00387,CYB5R3,No,No,No
P00390,GSR,No,No,No
P00395,MT-CO1,No,No,No
P00403,MT-CO2,No,No,No
P00414,MT-CO3,No,No,No
P00441,SOD1,No,No,No
P00491,PNP,No,No,No
P00492,HPRT1,No,No,No
P00505,GOT2,No,No,No
P00519,ABL1,No,No,No
P00533,EGFR,No,No,No
P00558,PGK1,No,No,No
P00568,AK1,No,No,No
CON__P00735,F2,No,No,No
P00746,CFD,No,No,No
P00749,PLAU,No,No,No
P00750,PLAT,No,No,No
CON__P00761,,No,No,No
P00813,ADA,No,No,No
P00846,MT-ATP6,No,No,No
CON__P00883,ALDOA,No,No,No
P00918,CA2,No,No,No
P00966,ASS1,No,No,No
P00973,OAS1,No,No,No
CON__P00974,,No,No,No
CON__P00978,AMBP,No,No,No
P01011,SERPINA3,No,No,No
CON__P01012,SERPINB14,No,No,No
P01023,A2M,No,No,No
CON__P01030,C4,No,No,No
P01031,C5,No,No,No
P01033,TIMP1,No,No,No
P01034,CST3,No,No,No
P01040,CSTA,No,No,No
CON__P01044,KNG1,No,No,No
CON__P01045,KNG2,No,No,No
P01106,MYC,No,No,No
P01111,NRAS,No,No,No
P01112,HRAS,No,No,No
P01116,KRAS,No,No,No
P01127,PDGFB,No,No,No
P01130,LDLR,No,No,No
P01135,TGFA,No,No,No
P01137,TGFB1,No,No,No
P01591,JCHAIN,No,No,No
P01834,IGKC,No,No,No
P01857,IGHG1,No,No,No
P01876,IGHA1,No,No,No
P01889,HLA-B,No,No,No
P01893,HLA-H,No,No,No
CON__P01966,HBA,No,No,No
CON__P02070,HBB,No,No,No
CON__P02081,,No,No,No
P02144,MB,No,No,No
P02461,COL3A1,No,No,No
P02462,COL4A1,No,No,No
CON__P02533,KRT14,No,No,No
CON__P02538,KRT6A,No,No,No
P02545,LMNA,No,No,No
CON__P02584,PFN1,No,No,No
P02649,APOE,No,No,No
P02656,APOC3,No,No,No
CON__P02662,CSN1S1,No,No,No
CON__P02663,CSN1S2,No,No,No
CON__P02666,CSN2,No,No,No
CON__P02668,CSN3,No,No,No
CON__P02672,FGA,No,No,No
CON__P02676,FGB,No,No,No
P02679,FGG,No,No,No
P02686,MBP,No,No,No
P02708,CHRNA1,No,No,No
P02751,FN1,No,No,No
P02753,RBP4,No,No,No
CON__P02754,LGB,No,No,No
CON__P02768,ALB,No,No,No
CON__P02769,ALB,No,No,No
CON__P02777,PF4,No,No,No
P02786,TFRC,No,No,No
CON__P02788,LTF,No,No,No
P02792,FTL,No,No,No
P02794,FTH1,No,No,No
P02795,MT2A,No,No,No
P03886,MT-ND1,No,No,No
P03891,MT-ND2,No,No,No
P03897,MT-ND3,No,No,No
P03905,MT-ND4,No,No,No
P03915,MT-ND5,No,No,No
P03928,MT-ATP8,No,No,No
P03950,ANG,No,No,No
P03971,AMH,No,No,No
P03973,SLPI,No,No,No
P04035,HMGCR,No,No,No
P04040,CAT,No,No,No
P04049,RAF1,No,No,No
P04062,GBA,No,No,No
P04066,FUCA1,No,No,No
CON__P04075,ALDOA,No,No,No
P04080,CSTB,No,No,No
P04083,ANXA1,No,No,No
P04114,APOB,No,No,No
P04150,NR3C1,No,No,No
P04156,PRNP,No,No,No
P04179,SOD2,No,No,No
P04181,OAT,No,No,No
P04183,TK1,No,No,No
P04233,CD74,No,No,No
CON__P04259,KRT6B,No,No,No
CON__P04264,KRT1,No,No,No
P04279,SEMG1,No,No,No
P04350,TUBB4A,No,No,No
P04406,GAPDH,No,No,No
P04424,ASL,No,No,No
P04439,HLA-A,No,No,No
P04626,ERBB2,No,No,No
P04632,CAPNS1,No,No,No
P04637,TP53,No,No,No
P04732,MT1E,No,No,No
P04733,MT1F,No,No,No
P04792,HSPB1,No,No,No
P04798,CYP1A1,ETP-56035_6hr,ETP-56328_6hr,No
P04818,TYMS,No,No,No
P04843,RPN1,No,No,No
P04844,RPN2,No,No,No
P04899,GNAI2,No,No,No
P04920,SLC4A2,No,No,No
P05023,ATP1A1,No,No,No
P05026,ATP1B1,No,No,No
P05067,APP,No,No,No
P05089,ARG1,No,No,No
P05090,APOD,No,No,No
P05091,ALDH2,No,No,No
P05106,ITGB3,No,No,No
P05107,ITGB2,No,No,No
P05109,S100A8,No,No,No
P05114,HMGN1,No,No,No
P05141,SLC25A5,No,No,No
P05161,ISG15,No,No,No
P05165,PCCA,No,No,No
P05166,PCCB,No,No,No
P05198,EIF2S1,No,No,No
P05204,HMGN2,No,No,No
P05231,IL6,No,No,No
P05362,ICAM1,No,No,No
P05386,RPLP1,No,No,No
P05387,RPLP2,No,No,No
P05388,RPLP0,No,No,No
P05412,JUN,No,No,No
P05423,POLR3D,No,No,No
P05455,SSB,No,No,No
P05546,SERPIND1,No,No,No
P05549,TFAP2A,No,No,No
P05556,ITGB1,No,No,No
P05771,PRKCB,No,No,No
P05783,KRT18,No,No,No
CON__P05784,Krt18,No,No,No
CON__P05787,KRT8,No,No,No
P05976,MYL1,No,No,No
P06132,UROD,No,No,No
P06213,INSR,No,No,No
P06241,FYN,No,No,No
P06280,GLA,No,No,No
P06396,GSN,No,No,No
P06400,RB1,No,No,No
P06454,PTMA,No,No,No
P06493,CDK1,No,No,No
P06576,ATP5F1B,No,No,No
P06702,S100A9,No,No,No
P06703,S100A6,No,No,No
P06730,EIF4E,No,No,No
P06732,CKM,No,No,No
P06733,ENO1,No,No,No
P06737,PYGL,No,No,No
P06744,GPI,No,No,No
P06746,POLB,No,No,No
P06748,NPM1,No,No,No
P06753,TPM3,No,No,No
P06756,ITGAV,No,No,No
P06858,LPL,No,No,No
P06865,HEXA,No,No,No
CON__P06868,PLG,No,No,No
P07093,SERPINE2,No,No,No
P07099,EPHX1,No,No,No
P07108,DBI,No,No,No
P07195,LDHB,No,No,No
P07196,NEFL,No,No,No
P07199,CENPB,No,No,No
P07203,GPX1,No,No,No
P07205,PGK2,No,No,No
CON__P07224,PROS1,No,No,No
P07225,PROS1,No,No,No
P07237,P4HB,No,No,No
P07305,H1-0,No,No,No
P07311,ACYP1,No,No,No
P07339,CTSD,No,No,No
P07355,ANXA2,No,No,No
P07384,CAPN1,No,No,No
P07437,TUBB,No,No,No
P07602,PSAP,No,No,No
P07686,HEXB,No,No,No
P07711,CTSL,No,No,No
P07737,PFN1,No,No,No
P07738,BPGM,No,No,No
P07741,APRT,No,No,No
P07814,EPRS1,No,No,No
P07858,CTSB,No,No,No
P07900,HSP90AA1,No,No,No
P07902,GALT,No,No,No
P07910,HNRNPC,No,No,No
P07919,UQCRH,No,No,No
P07942,LAMB1,No,No,No
P07947,YES1,No,No,No
P07948,LYN,No,No,No
P07949,RET,No,No,No
CON__P07951;Q5KR48,TPM2,No,No,No
P07954,FH,No,No,No
P07992,ERCC1,No,No,No
P07996,THBS1,No,No,No
P08047,SP1,No,No,No
P08069,IGF1R,No,No,No
P08123,COL1A2,No,No,No
P08133,ANXA6,No,No,No
P08134,RHOC,No,No,No
P08151,GLI1,No,No,No
P08174,CD55,No,No,No
P08195,SLC3A2,No,No,No
P08236,GUSB,No,No,No
P08237,PFKM,No,No,No
P08238,HSP90AB1,No,No,No
P08240,SRPRA,No,No,No
P08243,ASNS,No,No,No
P08247,SYP,No,No,No
P08397,HMBS,No,No,No
P08559,PDHA1,No,No,No
P08571,CD14,No,No,No
P08572,COL4A2,No,No,No
P08574,CYC1,No,No,No
P08579,SNRPB2,No,No,No
P08581,MET,No,No,No
P08582,MELTF,No,No,No
P08621,SNRNP70,No,No,No
P08648,ITGA5,No,No,No
P08651,NFIC,No,No,No
P08670,VIM,No,No,No
P08708,RPS17,No,No,No
CON__P08727,KRT19,No,No,No
CON__P08729,KRT7,No,No,No
CON__P08730,Krt13,No,No,No
P08754,GNAI3,No,No,No
P08758,ANXA5,No,No,No
CON__P08779,KRT16,No,No,No
P08842,STS,No,No,No
P08865,RPSA,No,No,No
P08910,ABHD2,No,No,No
P08962,CD63,No,No,No
P09001,MRPL3,No,No,No
P09012,SNRPA,No,No,No
P09017,HOXC4,No,No,No
P09038,FGF2,No,No,No
P09104,ENO2,No,No,No
P09105,HBQ1,No,No,No
P09110,ACAA1,No,No,No
P09131,SLC10A3,No,No,No
P09132,SRP19,No,No,No
CON__P09211,GSTP1,No,No,No
P09234,SNRPC,No,No,No
P09382,LGALS1,No,No,No
P09417,QDPR,No,No,No
P09429,HMGB1,No,No,No
P09455,RBP1,No,No,No
P09467,FBP1,No,No,No
P09471,GNAO1,No,No,No
P09493,TPM1,No,No,No
P09496,CLTA,No,No,No
P09497,CLTB,No,No,No
P09525,ANXA4,No,No,No
P09529,INHBB,No,DMSO_6hr,No
P09543,CNP,No,No,No
P09601,HMOX1,No,No,No
P09622,DLD,No,No,No
P09651,HNRNPA1,No,No,No
P09661,SNRPA1,No,No,No
P09668,CTSH,No,No,No
P09669,COX6C,No,No,No
P09874,PARP1,No,No,No
P09884,POLA1,No,No,No
P09913,IFIT2,No,No,No
P09914,IFIT1,No,No,No
P09917,ALOX5,No,No,No
P09958,FURIN,No,No,No
P09960,LTA4H,No,No,No
P09972,ALDOC,No,No,No
P0C024,NUDT7,No,No,No
P0C0L4,C4A,No,No,No
P0C0S5;Q71UI9,H2AZ1;H2AZ2,No,No,No
P0C1Z6,TFPT,No,No,No
P0C2W1,FBXO45,No,No,No
P0C7M7,ACSM4,No,No,No
P0C7P0,CISD3,No,No,No
P0C7T5,ATXN1L,No,No,No
P0C7U0,ELFN1,No,No,No
P0C7V0,LINC00271,No,No,No
P0C7X2,ZNF688,No,No,No
P0C7X5,ZNF806,No,No,No
P0C843,LINC00032,No,No,No
P0C870,JMJD7,No,No,No
P0CAP2,POLR2M,No,No,No
P0CG12,DERPC,No,No,No
P0CG13,CHTF8,No,No,No
P0CG38,POTEI,No,No,No
P0CG47;P0CG48,UBB;UBC,No,No,No
P0CJ78,ZNF865,No,No,No
P0CJ79,ZNF888,No,No,No
P0CK96,SLC35E2B,No,No,No
P0CW00;P0CV98;P0CV99;P0CW01;Q01534;A6NKD2,TSPY1;TSPY10;TSPY2;TSPY3;TSPY4;TSPY8,No,No,No
P0CW24,PNMA6A,No,No,No
P0DI81;P0DI82,TRAPPC2;TRAPPC2B,No,No,No
P0DJ07,PET100,No,No,No
P0DJ93,SMIM13,No,No,No
P0DJD1,RGPD2,No,No,No
P0DMM9;P0DMN0,SULT1A3;SULT1A4,No,No,No
P0DMV8;P0DMV9,HSPA1A;HSPA1B,No,No,No
P0DMW3,SMIM10L1,No,No,No
P0DN76;Q01081,U2AF1;U2AF1L5,No,No,No
P0DN79;P35520,CBS;CBSL,No,No,No
P0DOY2;P0DOY3,IGLC2;IGLC3,No,No,No
P0DP23;P0DP24;P0DP25,CALM1;CALM2;CALM3,No,No,No
P0DPB6,POLR1D,No,No,No
P0DPD7,EEF1AKMT4,No,No,No
P10070,GLI2,No,No,No
P10071,GLI3,No,No,No
P10074,ZBTB48,No,No,No
P10075,GLI4,No,No,No
P10109,FDX1,No,No,No
P10114,RAP2A,No,No,No
P10155,RO60,No,No,No
P10176,COX8A,No,No,No
P10243,MYBL1,No,No,No
P10244,MYBL2,No,No,No
P10253,GAA,No,No,No
P10276,RARA,No,No,No
P10301,RRAS,No,No,No
P10321,HLA-C,No,No,No
P10398,ARAF,No,No,No
P10412,H1-4,No,No,No
P10415,BCL2,No,No,No
P10451,SPP1,No,No,No
P10515,DLAT,No,No,No
P10586,PTPRF,No,No,No
P10588,NR2F6,No,No,No
CON__P10599,TXN,No,No,No
P10606,COX5B,No,No,No
P10619,CTSA,No,No,No
P10636,MAPT,No,No,No
P10644,PRKAR1A,No,No,No
P10746,UROS,No,No,No
P10768,ESD,No,No,No
P10809,HSPD1,No,No,No
P10909,CLU,No,No,No
P10914,IRF1,No,No,No
P11021,HSPA5,No,No,No
P11047,LAMC1,No,No,No
P11117,ACP2,No,No,No
P11137,MAP2,No,No,No
P11142,HSPA8,No,No,No
P11166,SLC2A1,No,No,No
P11169,SLC2A3,No,No,No
P11171,EPB41,No,No,No
P11172,UMPS,No,No,No
P11177,PDHB,No,No,No
P11182,DBT,No,No,No
P11216,PYGB,No,No,No
P11217,PYGM,No,No,No
P11233,RALA,No,No,No
P11234,RALB,No,No,No
P11274,BCR,No,No,No
P11277,SPTB,No,No,No
P11279,LAMP1,No,No,No
P11310,ACADM,No,No,No
P11362,FGFR1,No,No,No
P11387,TOP1,No,No,No
P11388,TOP2A,No,No,No
