Protein_Group	Genes	Protein_Names	HEK293T_WT_Avg_Peptide_Count	HEK293T_KI_Avg_Peptide_Count	U2OS_WT_Avg_Peptide_Count	U2OS_KI_Avg_Peptide_Count	Species	Intensity_HEK293T_WT_BR1_TR1	Intensity_HEK293T_KI_BR1_TR1	Intensity_U2OS_WT_BR1_TR1	Intensity_U2OS_KI_BR1_TR1
P62906	RPL10A	RL10A_HUMAN	14.0	14.0	16.0	16.0	HUMAN	5259033.0	10843635.0	10436973.0	17531542.0
P62910	RPL32	RL32_HUMAN	6.0	6.0	6.0	6.0	HUMAN	538707.8	454045.16	1712302.6	980245.7
P62913	RPL11	RL11_HUMAN	9.0	9.0	9.0	8.0	HUMAN	55255920.0	45789516.0	53308932.0	60463330.0
P62917	RPL8	RL8_HUMAN	5.0	7.0	7.0	7.0	HUMAN	531538.56	737986.9	1733618.8	1599004.1
P62937	PPIA	PPIA_HUMAN	12.0	13.0	13.0	13.0	HUMAN	16472053.0	15521516.0	16858528.0	15806423.0
P62979	RPS27A	RS27A_HUMAN	10.0	9.0	9.0	10.0	HUMAN	54469184.0	49807184.0	49879812.0	71628616.0
P62993	GRB2	GRB2_HUMAN	11.0	11.0	10.0	11.0	HUMAN	958392.94	678324.25	614494.7	850898.0
P62995	TRA2B	TRA2B_HUMAN	17.0	19.0	19.0	17.0	HUMAN	24928780.0	28055568.0	59522972.0	43583028.0
P63000	RAC1	RAC1_HUMAN	9.0	7.0	9.0	9.0	HUMAN	2687616.8	1899484.4	8166685.5	8071858.5
P63010	AP2B1	AP2B1_HUMAN	38.0	39.0	43.0	44.0	HUMAN	2305285.5	2381556.5	3744121.8	5847933.5
P63096	GNAI1	GNAI1_HUMAN	4.0	4.0	5.0	5.0	HUMAN	289901.22	239821.12	274105.12	560979.44
P63098	PPP3R1	CANB1_HUMAN	2.0	2.0	3.0	3.0	HUMAN	608246.2	944756.1	912627.75	1200708.6
P63104	YWHAZ	1433Z_HUMAN	15.0	14.0	15.0	15.0	HUMAN	5119495.0	5695250.5	6328677.0	6668975.0
P63151	PPP2R2A	2ABA_HUMAN	15.0	14.0	14.0	14.0	HUMAN	2369190.8	2510762.8	1938244.4	2353801.0
P63165	SUMO1	SUMO1_HUMAN	4.0	4.0	4.0	4.0	HUMAN	1189215.4	1231112.6	715367.6	648919.3
P63167	DYNLL1	DYL1_HUMAN	6.0	6.0	6.0	6.0	HUMAN	5960538.5	5934749.5	6991680.5	13214567.0
P63172	DYNLT1	DYLT1_HUMAN	3.0	3.0	3.0	3.0	HUMAN	741989.94	678064.6	544439.56	755807.0
P63173	RPL38	RL38_HUMAN	2.0	3.0	3.0	3.0	HUMAN	610797900.0	682532100.0	548068800.0	793370430.0
P63208	SKP1	SKP1_HUMAN	12.0	12.0	12.0	12.0	HUMAN	3190302.8	2743388.5	2583269.0	3082244.0
P63218	GNG5	GBG5_HUMAN	2.0	2.0	2.0	2.0	HUMAN	219495.23	242465.12	319386.28	521044.3
P63220	RPS21	RS21_HUMAN	6.0	6.0	6.0	5.0	HUMAN	1886675.4	2138072.8	1195370.4	1151802.5
P63241	EIF5A	IF5A1_HUMAN	14.0	14.0	14.0	14.0	HUMAN	17092062.0	14715591.0	11242559.0	13630448.0
P63244	RACK1	RACK1_HUMAN	19.0	19.0	19.0	19.0	HUMAN	22617088.0	24081720.0	14991400.0	12741059.0
P63279	UBE2I	UBC9_HUMAN	5.0	6.0	6.0	5.0	HUMAN	1924658.2	1216082.6	1635168.5	1357678.0
P67775	PPP2CA	PP2AA_HUMAN	11.0	11.0	11.0	11.0	HUMAN	1736775.9	1750602.4	1535995.9	1787798.4
P67809	YBX1	YBOX1_HUMAN	13.0	12.0	15.0	14.0	HUMAN	1945570.2	3442043.8	5736818.0	6497252.5
P67812	SEC11A	SC11A_HUMAN	10.0	11.0	12.0	10.0	HUMAN	3527721.2	2353541.8	4761435.0	3852887.5
P67870	CSNK2B	CSK2B_HUMAN	7.0	8.0	7.0	6.0	HUMAN	5619789.0	5440186.5	4111676.0	4825435.5
P67936	TPM4	TPM4_HUMAN	13.0	14.0	19.0	19.0	HUMAN	2247375.0	2509346.8	18752900.0	39214440.0
P68032	ACTC1	ACTC_HUMAN	12.0	13.0	21.0	24.0	HUMAN	160744700.0	262269440.0	390299520.0	2763322000.0
P68036	UBE2L3	UB2L3_HUMAN	6.0	6.0	7.0	7.0	HUMAN	1258659.1	943531.25	992163.4	911560.9
P68104	EEF1A1	EF1A1_HUMAN	32.0	31.0	32.0	31.0	HUMAN	1609038500.0	1503845400.0	2124587500.0	2149822000.0
P68366	TUBA4A	TBA4A_HUMAN	29.0	29.0	32.0	33.0	HUMAN	49591244.0	52301068.0	66702356.0	75593630.0
P68371	TUBB4B	TBB4B_HUMAN	4.0	4.0	4.0	4.0	HUMAN	18837916.0	18178794.0	27699270.0	28240140.0
P68400	CSNK2A1	CSK21_HUMAN	16.0	15.0	15.0	15.0	HUMAN	4588911.5	5550198.5	3967031.0	2927777.0
P68871	HBB	HBB_HUMAN	7.0	7.0	7.0	7.0	HUMAN	1163569.1	991911.9	1884377.9	1826100.8
P69905	HBA2	HBA_HUMAN	5.0	6.0	6.0	7.0	HUMAN	361723.03	350609.16	441381.6	738152.3
P78310	CXADR	CXAR_HUMAN	5.0	5.0	6.0	6.0	HUMAN	686768.44	775959.94	511156.88	733719.25
P78312	FAM193A	F193A_HUMAN	5.0	7.0	7.0	5.0	HUMAN	1831973.2	1714028.6	721061.94	564093.25
P78316	NOP14	NOP14_HUMAN	19.0	18.0	17.0	14.0	HUMAN	1691769.9	2335713.5	1602955.2	925792.1
P78318	IGBP1	IGBP1_HUMAN	7.0	6.0	7.0	6.0	HUMAN	703068.1	654347.56	550586.9	574641.6
P78324	SIRPA	SHPS1_HUMAN	0.0	0.0	2.0	3.0	HUMAN			87879.4	103552.99
P78330	PSPH	SERB_HUMAN	4.0	4.0	4.0	4.0	HUMAN	136852.39	182688.06	167589.52	174441.75
P78332	RBM6	RBM6_HUMAN	51.0	44.0	50.0	45.0	HUMAN	1782470.2	1542021.2	2037018.2	1986819.9
P78344	EIF4G2	IF4G2_HUMAN	37.0	37.0	37.0	37.0	HUMAN	3493478.0	3123378.2	4176597.2	4147467.8
P78345	RPP38	RPP38_HUMAN	3.0	4.0	4.0	3.0	HUMAN	178343.05	218089.34	721200.06	417488.34
P78346	RPP30	RPP30_HUMAN	8.0	8.0	7.0	8.0	HUMAN	1537418.2	1314866.8	1622655.8	1654562.5
P78347	GTF2I	GTF2I_HUMAN	76.0	74.0	61.0	61.0	HUMAN	60936184.0	51145260.0	14778118.0	13222479.0
P78356	PIP4K2B	PI42B_HUMAN	4.0	4.0	5.0	5.0	HUMAN	219975.77	103987.11	138988.9	208369.95
P78357	CNTNAP1	CNTP1_HUMAN	0.0	0.0	5.0	2.0	HUMAN			1423393.2	1432970.5
P78362	SRPK2	SRPK2_HUMAN	4.0	5.0	4.0	3.0	HUMAN	55618.484	141150.75	109390.35	86569.54
P78364	PHC1	PHC1_HUMAN	2.0	0.0	2.0	2.0	HUMAN	30329.191		142350.69	79614.6
P78368	CSNK1G2	KC1G2_HUMAN	2.0	0.0	2.0	2.0	HUMAN	247518.06		101208.88	104652.19
P78371	CCT2	TCPB_HUMAN	47.0	49.0	44.0	45.0	HUMAN	77774660.0	78514296.0	50059410.0	48642900.0
P78395	PRAME	PRAME_HUMAN	0.0	0.0	3.0	2.0	HUMAN			106755.32	94035.85
P78406	RAE1	RAE1L_HUMAN	12.0	9.0	10.0	11.0	HUMAN	1091515.6	998481.7	1131335.8	1244198.1
P78417	GSTO1	GSTO1_HUMAN	9.0	9.0	8.0	8.0	HUMAN	514245.22	675571.25	665124.9	463377.94
P78524	DENND2B	DEN2B_HUMAN	2.0	2.0	15.0	14.0	HUMAN	212775.61	180332.44	418678.6	836605.8
P78527	PRKDC	PRKDC_HUMAN	144.0	151.0	163.0	157.0	HUMAN	3544242.0	4238995.5	6730423.0	6372724.5
P78536	ADAM17	ADA17_HUMAN	2.0	0.0	3.0	3.0	HUMAN	18256.926		21416.27	37771.188
P78537	BLOC1S1	BL1S1_HUMAN	0.0	0.0	0.0	2.0	HUMAN				131953.14
P78540	ARG2	ARGI2_HUMAN	2.0	0.0	2.0	0.0	HUMAN	94279.13		91950.72	
P78549	NTHL1	NTH_HUMAN	3.0	4.0	5.0	5.0	HUMAN	73842.63	97894.984	173936.31	90564.17
P78559	MAP1A	MAP1A_HUMAN	34.0	22.0	50.0	44.0	HUMAN	687150.4	485444.22	3967945.5	2937971.0
P79522	PRR3	PRR3_HUMAN	3.0	3.0	3.0	3.0	HUMAN	300968.22	199481.77	214751.58	186959.8
P80188	LCN2	NGAL_HUMAN	3.0	8.0	8.0	0.0	HUMAN	87256.13	749176.9	708949.25	
P80303	NUCB2	NUCB2_HUMAN	7.0	9.0	10.0	7.0	HUMAN	404435.6	302087.47	356231.62	402000.8
P81605	DCD	DCD_HUMAN	2.0	2.0	2.0	2.0	HUMAN	22419172.0	32808464.0	45055370.0	26525874.0
P82094	TMF1	TMF1_HUMAN	8.0	7.0	5.0	4.0	HUMAN	1286416.0	1859598.8	645158.5	803027.06
P82650	MRPS22	RT22_HUMAN	17.0	16.0	14.0	15.0	HUMAN	1257741.5	1438566.4	1073894.9	1257137.1
P82663	MRPS25	RT25_HUMAN	7.0	9.0	8.0	7.0	HUMAN	840628.2	864907.6	616311.75	837038.9
P82664	MRPS10	RT10_HUMAN	7.0	6.0	7.0	7.0	HUMAN	1346348.6	1412276.1	632006.0	813360.9
P82673	MRPS35	RT35_HUMAN	9.0	9.0	8.0	9.0	HUMAN	922728.56	1037205.25	560262.1	589817.5
P82675	MRPS5	RT05_HUMAN	2.0	2.0	5.0	4.0	HUMAN	85083.914	123070.59	230218.83	190429.55
P82909	MRPS36	RT36_HUMAN	2.0	2.0	2.0	0.0	HUMAN	392165.06	164995.97	279192.8	
P82912	MRPS11	RT11_HUMAN	4.0	3.0	5.0	3.0	HUMAN	992818.9	1046500.2	748386.75	818743.25
P82914	MRPS15	RT15_HUMAN	4.0	5.0	5.0	3.0	HUMAN	220700.06	274870.7	407091.9	429476.66
P82921	MRPS21	RT21_HUMAN	2.0	3.0	3.0	3.0	HUMAN	265444.38	191792.3	198814.8	172817.31
P82930	MRPS34	RT34_HUMAN	10.0	10.0	10.0	10.0	HUMAN	1866233.2	1554767.9	1346597.1	1169166.6
P82932	MRPS6	RT06_HUMAN	6.0	6.0	6.0	6.0	HUMAN	891723.7	918037.75	653536.3	744428.56
P82933	MRPS9	RT09_HUMAN	14.0	13.0	15.0	15.0	HUMAN	784861.4	1031084.25	1217164.9	1161726.1
P82970	HMGN5	HMGN5_HUMAN	13.0	12.0	9.0	10.0	HUMAN	1515919.4	1139120.4	1072527.0	876562.4
P82979	SARNP	SARNP_HUMAN	12.0	11.0	12.0	11.0	HUMAN	33930092.0	27349356.0	33766176.0	27680104.0
P83111	LACTB	LACTB_HUMAN	3.0	4.0	12.0	11.0	HUMAN	107203.125	225765.89	530717.0	748562.9
P83369	LSM11	LSM11_HUMAN	2.0	2.0	0.0	0.0	HUMAN	35253.887	44196.77		
P83436	COG7	COG7_HUMAN	4.0	4.0	5.0	4.0	HUMAN	138397.62	143818.2	56700.086	58548.363
P83731	RPL24	RL24_HUMAN	4.0	6.0	7.0	7.0	HUMAN	10394013.0	14143191.0	37724036.0	25229884.0
P83876	TXNL4A	TXN4A_HUMAN	4.0	3.0	4.0	4.0	HUMAN	386863.94	381305.9	481595.53	401358.34
P83881	RPL36A	RL36A_HUMAN	3.0	3.0	3.0	3.0	HUMAN	881317.7	1005726.06	2851127.8	2769623.8
P84022	SMAD3	SMAD3_HUMAN	12.0	10.0	12.0	12.0	HUMAN	1106086.6	1056768.4	2391341.8	2086893.6
P84085	ARF5	ARF5_HUMAN	6.0	6.0	6.0	5.0	HUMAN	649883.8	639030.75	696877.56	429070.25
P84090	ERH	ERH_HUMAN	3.0	2.0	2.0	2.0	HUMAN	3566188.0	5098680.5	3824785.0	5050419.0
P84095	RHOG	RHOG_HUMAN	5.0	5.0	5.0	5.0	HUMAN	841765.6	844707.9	1917916.8	1815112.2
P84098	RPL19	RL19_HUMAN	3.0	3.0	3.0	3.0	HUMAN	1179693.1	1728144.5	1958411.0	1291105.8
P84101	SERF2	SERF2_HUMAN	10.0	8.0	9.0	8.0	HUMAN	47738504.0	39140012.0	37231892.0	53336540.0
P84103	SRSF3	SRSF3_HUMAN	7.0	7.0	8.0	7.0	HUMAN	165228540.0	188688800.0	358951460.0	249876400.0
P84157	MXRA7	MXRA7_HUMAN	0.0	2.0	2.0	0.0	HUMAN		160370.86	88666.625	
P84243	H3-3B	H33_HUMAN	5.0	4.0	6.0	5.0	HUMAN	7591125.0	13894518.0	65782350.0	46712316.0
P85037	FOXK1	FOXK1_HUMAN	21.0	16.0	22.0	23.0	HUMAN	503648.0	582053.06	550792.25	646853.5
P86790;P86791	CCZ1B	CCZ1B_HUMAN;CCZ1_HUMAN	9.0	7.0	9.0	8.0	HUMAN	593685.1	714067.2	706453.5	935286.6
P98082	DAB2	DAB2_HUMAN	2.0	0.0	4.0	5.0	HUMAN	49619.76		115938.38	239600.58
P98168;P98169	ZXDA	ZXDA_HUMAN;ZXDB_HUMAN	0.0	0.0	0.0	2.0	HUMAN				102902.9
P98170	XIAP	XIAP_HUMAN	9.0	8.0	2.0	0.0	HUMAN	261155.47	273221.84	72973.5	
P98172	EFNB1	EFNB1_HUMAN	2.0	2.0	2.0	2.0	HUMAN	617916.3	276751.97	274929.16	427223.1
P98173	FAM3A	FAM3A_HUMAN	2.0	2.0	0.0	0.0	HUMAN	201465.25	258021.16		
P98175	RBM10	RBM10_HUMAN	50.0	51.0	50.0	50.0	HUMAN	21594274.0	19289804.0	24516008.0	25849124.0
P98179	RBM3	RBM3_HUMAN	12.0	8.0	11.0	11.0	HUMAN	159266240.0	148986880.0	236191680.0	238393540.0
P98194	ATP2C1	AT2C1_HUMAN	8.0	6.0	9.0	8.0	HUMAN	184852.34	209869.45	249176.72	232723.2
P98196	ATP11A	AT11A_HUMAN	2.0	0.0	4.0	4.0	HUMAN	47651.812		91281.77	85338.68
P99999	CYCS	CYC_HUMAN	6.0	6.0	6.0	6.0	HUMAN	4357496.5	4651051.0	5236421.0	3655266.0
Q00013	MPP1	EM55_HUMAN	8.0	7.0	7.0	7.0	HUMAN	646713.44	530897.56	365374.34	247820.0
Q00059	TFAM	TFAM_HUMAN	10.0	11.0	11.0	11.0	HUMAN	3066144.5	3202208.2	4153430.5	3633094.2
Q00169	PITPNA	PIPNA_HUMAN	0.0	3.0	2.0	2.0	HUMAN		286070.38	100537.125	220030.52
Q00325	SLC25A3	MPCP_HUMAN	17.0	17.0	18.0	18.0	HUMAN	49868188.0	50686524.0	61552860.0	53126220.0
Q00341	HDLBP	VIGLN_HUMAN	62.0	60.0	62.0	58.0	HUMAN	3379869.5	3160386.8	3059469.0	2428228.8
Q00403	GTF2B	TF2B_HUMAN	18.0	19.0	17.0	17.0	HUMAN	4265972.0	3371313.0	3038250.5	2404441.0
Q00534	CDK6	CDK6_HUMAN	7.0	7.0	6.0	6.0	HUMAN	1563807.8	1905931.4	2588358.5	2750823.5
Q00535	CDK5	CDK5_HUMAN	7.0	7.0	5.0	3.0	HUMAN	921616.06	722427.0	141834.19	58970.906
Q00536	CDK16	CDK16_HUMAN	6.0	4.0	5.0	6.0	HUMAN	201288.61	286844.38	236236.6	289128.56
Q00537	CDK17	CDK17_HUMAN	18.0	19.0	19.0	19.0	HUMAN	574581.94	433811.03	435794.75	510744.9
Q00577	PURA	PURA_HUMAN	5.0	4.0	5.0	5.0	HUMAN	450936.56	787548.1	534867.6	691008.4
Q00587	CDC42EP1	BORG5_HUMAN	10.0	11.0	14.0	14.0	HUMAN	10039582.0	10588689.0	31525582.0	33578290.0
Q00610	CLTC	CLH1_HUMAN	81.0	74.0	84.0	86.0	HUMAN	3331806.8	3248520.8	6012100.5	15272921.0
Q00613	HSF1	HSF1_HUMAN	3.0	4.0	5.0	4.0	HUMAN	302716.5	128253.83	405402.75	290152.5
Q00653	NFKB2	NFKB2_HUMAN	4.0	8.0	15.0	14.0	HUMAN	140105.6	173577.55	373141.16	470777.03
Q00688	FKBP3	FKBP3_HUMAN	14.0	13.0	14.0	11.0	HUMAN	6039731.0	4684914.5	8457626.0	9289694.0
Q00765	REEP5	REEP5_HUMAN	3.0	4.0	4.0	3.0	HUMAN	2444420.8	2596732.2	1324596.8	1574930.0
Q00796	SORD	DHSO_HUMAN	8.0	9.0	8.0	8.0	HUMAN	1215497.9	1180563.4	993639.44	554699.0
Q00839	HNRNPU	HNRPU_HUMAN	36.0	38.0	38.0	36.0	HUMAN	162456740.0	168097440.0	110636024.0	120531160.0
Q00973	B4GALNT1	B4GN1_HUMAN	0.0	0.0	3.0	3.0	HUMAN			420810.88	159242.4
Q00978	IRF9	IRF9_HUMAN	0.0	0.0	2.0	0.0	HUMAN			132524.3	
Q01082	SPTBN1	SPTB2_HUMAN	118.0	88.0	237.0	257.0	HUMAN	2904963.5	2119502.2	71944344.0	410480300.0
Q01085	TIAL1	TIAR_HUMAN	7.0	7.0	7.0	7.0	HUMAN	1099787.2	1329110.1	850489.06	883896.56
Q01105	SET	SET_HUMAN	6.0	6.0	6.0	5.0	HUMAN	5431581.5	5078342.5	2841305.0	2820570.8
Q01130	SRSF2	SRSF2_HUMAN	18.0	19.0	20.0	18.0	HUMAN	468383520.0	400766750.0	651263600.0	531409800.0
Q01167	FOXK2	FOXK2_HUMAN	7.0	9.0	7.0	6.0	HUMAN	414298.6	474503.56	321020.2	387417.1
Q01196	RUNX1	RUNX1_HUMAN	0.0	0.0	6.0	6.0	HUMAN			303713.1	399050.62
Q01433	AMPD2	AMPD2_HUMAN	25.0	25.0	28.0	26.0	HUMAN	917118.25	797954.2	1331401.0	1755229.5
Q01469	FABP5	FABP5_HUMAN	9.0	10.0	10.0	9.0	HUMAN	1162873.5	2510971.5	2774854.0	2272853.2
Q01518	CAP1	CAP1_HUMAN	27.0	28.0	29.0	30.0	HUMAN	5203106.0	4818749.5	11112785.0	11485516.0
Q01581	HMGCS1	HMCS1_HUMAN	10.0	11.0	8.0	9.0	HUMAN	827936.3	768350.06	637402.6	672621.4
Q01650	SLC7A5	LAT1_HUMAN	6.0	5.0	6.0	6.0	HUMAN	1355852.6	1332933.8	3047904.8	3597752.2
Q01658	DR1	NC2B_HUMAN	4.0	2.0	4.0	3.0	HUMAN	940941.1	594406.1	1267156.6	1243667.1
Q01664	TFAP4	TFAP4_HUMAN	0.0	2.0	3.0	2.0	HUMAN		21825.096	27534.586	51224.984
Q01780	EXOSC10	EXOSX_HUMAN	18.0	19.0	22.0	21.0	HUMAN	3871817.8	5706076.5	6159711.5	5658814.0
Q01804	OTUD4	OTUD4_HUMAN	30.0	29.0	30.0	30.0	HUMAN	903396.44	731985.6	997442.6	1070578.1
Q01813	PFKP	PFKAP_HUMAN	24.0	19.0	31.0	25.0	HUMAN	1390314.5	1144548.8	3912662.5	2523319.0
Q01814	ATP2B2	AT2B2_HUMAN	2.0	0.0	0.0	0.0	HUMAN	187037.92			
Q01831	XPC	XPC_HUMAN	0.0	0.0	3.0	2.0	HUMAN			112796.055	39884.344
Q01844	EWSR1	EWS_HUMAN	8.0	8.0	9.0	7.0	HUMAN	1874083.6	2030687.6	2511999.0	2539684.2
Q01850	CDR2	CDR2_HUMAN	2.0	2.0	0.0	0.0	HUMAN	9148.646	12472.472		
Q01968	OCRL	OCRL_HUMAN	18.0	15.0	15.0	15.0	HUMAN	560293.25	509380.28	436613.28	480339.0
Q01970	PLCB3	PLCB3_HUMAN	21.0	18.0	24.0	24.0	HUMAN	465986.66	382452.06	958427.0	692493.56
Q01995	TAGLN	TAGL_HUMAN	0.0	0.0	15.0	15.0	HUMAN			1586968.8	1836227.8
Q02040	AKAP17A	AK17A_HUMAN	5.0	4.0	4.0	3.0	HUMAN	283466.16	178324.38	158474.81	97624.445
Q02127	DHODH	PYRD_HUMAN	3.0	2.0	3.0	3.0	HUMAN	149096.22	211821.48	239429.69	223485.44
Q02218	OGDH	ODO1_HUMAN	8.0	7.0	8.0	6.0	HUMAN	190755.89	321720.72	263906.28	235928.08
Q02224	CENPE	CENPE_HUMAN	5.0	6.0	4.0	8.0	HUMAN	655604.7	895501.44	725758.0	738849.8
Q02241	KIF23	KIF23_HUMAN	28.0	26.0	37.0	39.0	HUMAN	689516.06	632386.75	1974734.9	2219633.2
Q02252	ALDH6A1	MMSA_HUMAN	4.0	4.0	3.0	3.0	HUMAN	79428.82	116166.03	98368.52	117263.81
Q02297	NRG1	NRG1_HUMAN	0.0	0.0	2.0	0.0	HUMAN			361053.88	
Q02338	BDH1	BDH_HUMAN	0.0	0.0	3.0	0.0	HUMAN			254514.0	
Q02413	DSG1	DSG1_HUMAN	25.0	28.0	28.0	28.0	HUMAN	1470116.1	2203633.8	2300417.8	2142955.8
Q02447	SP3	SP3_HUMAN	2.0	4.0	3.0	5.0	HUMAN	419410.4	386497.62	1270640.8	1327144.6
Q02539	H1-1	H11_HUMAN	2.0	2.0	6.0	4.0	HUMAN	163215090.0	188150640.0	215187540.0	170813700.0
Q02543	RPL18A	RL18A_HUMAN	0.0	0.0	4.0	3.0	HUMAN			520903.8	492652.03
Q02750	MAP2K1	MP2K1_HUMAN	5.0	5.0	5.0	4.0	HUMAN	651744.1	749135.75	982815.6	673748.5
Q02790	FKBP4	FKBP4_HUMAN	27.0	24.0	30.0	27.0	HUMAN	4163387.5	4591701.5	5275574.0	4306468.0
Q02809	PLOD1	PLOD1_HUMAN	16.0	17.0	23.0	22.0	HUMAN	291286.97	268668.66	956779.2	1052909.6
Q02818	NUCB1	NUCB1_HUMAN	12.0	12.0	11.0	7.0	HUMAN	398267.25	476206.9	234344.86	256069.14
Q02833	RASSF7	RASF7_HUMAN	2.0	2.0	3.0	3.0	HUMAN	93679.03	92731.055	135155.38	192385.55
Q02878	RPL6	RL6_HUMAN	8.0	10.0	9.0	11.0	HUMAN	425815.2	1153567.8	789206.0	1391706.6
Q02880	TOP2B	TOP2B_HUMAN	16.0	14.0	26.0	24.0	HUMAN	471877.56	504017.22	1091327.8	735581.8
Q02930	CREB5	CREB5_HUMAN	6.0	5.0	7.0	6.0	HUMAN	292822.8	294788.2	498719.72	587063.75
Q02952	AKAP12	AKA12_HUMAN	33.0	32.0	28.0	28.0	HUMAN	1179656.6	915409.75	668256.9	657874.6
Q02978	SLC25A11	M2OM_HUMAN	21.0	20.0	17.0	13.0	HUMAN	1759544.0	1829597.4	538915.94	389541.5
Q03001	DST	DYST_HUMAN	27.0	20.0	146.0	191.0	HUMAN	492321.88	638223.56	1842062.0	5421596.0
Q03111	MLLT1	ENL_HUMAN	6.0	5.0	6.0	5.0	HUMAN	1280946.4	1235012.2	2268435.5	1532858.2
Q03113	GNA12	GNA12_HUMAN	6.0	5.0	16.0	17.0	HUMAN	437530.28	473943.5	1957426.6	2365943.0
Q03135	CAV1	CAV1_HUMAN	4.0	0.0	8.0	9.0	HUMAN	154709.69		5124524.5	3637491.5
Q03164	KMT2A	KMT2A_HUMAN	21.0	22.0	29.0	23.0	HUMAN	276153.38	306865.94	569498.25	365959.3
Q03181	PPARD	PPARD_HUMAN	0.0	0.0	2.0	2.0	HUMAN			148274.3	131628.84
Q03188	CENPC	CENPC_HUMAN	5.0	4.0	8.0	4.0	HUMAN	51360.99	60487.945	124603.22	81117.51
Q03252	LMNB2	LMNB2_HUMAN	49.0	48.0	49.0	48.0	HUMAN	5958284.5	5822158.5	6720894.0	7795147.5
Q03393	PTS	PTPS_HUMAN	9.0	9.0	7.0	8.0	HUMAN	6631682.0	6108539.0	3687301.2	6228064.0
Q03468	ERCC6	ERCC6_HUMAN	8.0	5.0	8.0	5.0	HUMAN	119760.98	183269.1	296326.16	240005.84
Q03518	TAP1	TAP1_HUMAN	0.0	4.0	4.0	5.0	HUMAN		34609.008	59785.836	32576.887
Q03519	TAP2	TAP2_HUMAN	0.0	2.0	5.0	5.0	HUMAN		217863.27	433992.3	418324.53
Q03692	COL10A1	COAA1_HUMAN	0.0	0.0	2.0	0.0	HUMAN			213718.53	
Q03701	CEBPZ	CEBPZ_HUMAN	13.0	13.0	16.0	15.0	HUMAN	739996.9	973682.6	1901277.0	1549109.4
Q03933	HSF2	HSF2_HUMAN	2.0	0.0	0.0	0.0	HUMAN	170565.88			
Q04206	RELA	TF65_HUMAN	10.0	11.0	9.0	10.0	HUMAN	484788.56	467133.2	646984.2	726109.8
Q04323	UBXN1	UBXN1_HUMAN	2.0	4.0	3.0	3.0	HUMAN	784883.3	679970.1	607406.94	470142.66
Q04446	GBE1	GLGB_HUMAN	6.0	6.0	9.0	8.0	HUMAN	751785.0	629888.94	1925436.0	1809707.8
Q04637	EIF4G1	IF4G1_HUMAN	70.0	64.0	67.0	67.0	HUMAN	10620784.0	10566843.0	15265958.0	12245084.0
Q04656	ATP7A	ATP7A_HUMAN	2.0	3.0	0.0	0.0	HUMAN	46117.023	60983.848		
Q04695	KRT17	K1C17_HUMAN	35.0	43.0	48.0	46.0	HUMAN	7769062.5	73271720.0	93145240.0	180172110.0
Q04721	NOTCH2	NOTC2_HUMAN	11.0	7.0	9.0	9.0	HUMAN	453313.0	356486.4	840256.5	668737.6
Q04724	TLE1	TLE1_HUMAN	9.0	8.0	3.0	0.0	HUMAN	541384.75	420954.53	155168.6	
Q04726	TLE3	TLE3_HUMAN	10.0	10.0	7.0	6.0	HUMAN	910601.1	824791.0	244583.42	312451.53
Q04760	GLO1	LGUL_HUMAN	7.0	9.0	5.0	6.0	HUMAN	2629141.5	2281887.0	1377078.8	1332289.9
Q04837	SSBP1	SSBP_HUMAN	10.0	10.0	10.0	9.0	HUMAN	6261337.5	5488626.5	1802067.4	2056385.5
Q04864	REL	REL_HUMAN	5.0	3.0	2.0	3.0	HUMAN	378257.44	476643.97	300495.28	196094.44
Q04917	YWHAH	1433F_HUMAN	12.0	12.0	11.0	10.0	HUMAN	17535870.0	20052498.0	19313604.0	21440388.0
Q05048	CSTF1	CSTF1_HUMAN	13.0	11.0	14.0	13.0	HUMAN	1110586.0	1063149.1	972081.06	1098847.4
Q05086	UBE3A	UBE3A_HUMAN	10.0	10.0	11.0	10.0	HUMAN	243938.22	218245.7	309065.62	214235.47
Q05193	DNM1	DYN1_HUMAN	6.0	4.0	17.0	16.0	HUMAN	255749.25	213378.89	902004.2	820666.4
Q05209	PTPN12	PTN12_HUMAN	4.0	0.0	5.0	5.0	HUMAN	96589.484		272014.9	200259.81
Q05397	PTK2	FAK1_HUMAN	14.0	14.0	20.0	19.0	HUMAN	1141423.5	995923.8	2304364.5	2578616.0
Q05469	LIPE	LIPS_HUMAN	0.0	0.0	3.0	0.0	HUMAN			158331.08	
Q05519	SRSF11	SRS11_HUMAN	17.0	15.0	13.0	12.0	HUMAN	8307583.0	8747630.0	3921889.5	4152230.8
Q05639	EEF1A2	EF1A2_HUMAN	6.0	6.0	9.0	7.0	HUMAN	899464.5	1026515.2	12380856.0	8816767.0
Q05655	PRKCD	KPCD_HUMAN	12.0	9.0	12.0	10.0	HUMAN	399227.6	523076.0	590232.06	361772.7
Q05682	CALD1	CALD1_HUMAN	30.0	27.0	39.0	43.0	HUMAN	3435474.5	3135800.0	19406182.0	92000720.0
Q05823	RNASEL	RN5A_HUMAN	5.0	4.0	2.0	3.0	HUMAN	135998.64	147085.28	82781.17	78848.12
Q05932	FPGS	FOLC_HUMAN	3.0	2.0	3.0	3.0	HUMAN	203571.19	120552.73	188840.62	207709.02
