Protein_Group	Genes	WM793_vs_HIM-ST_logFC	WM793_vs_HIM-ST_pval	Removed?	Contaminant?
P31930	UQCRC1	-2.92152283881583	3.5504999149215405e-09	No	No
P32322	PYCR1	-3.15453872473222	0.0003310216876743	No	No
P33121	ACSL1	-3.83189778977622	1.3856725467337702e-15	No	No
P33897	ABCD1	-1.89236184627969	0.0009875896456798	No	No
P34096	RNASE4	-2.51420532040774	2.78901563060114e-07	No	No
P34897	SHMT2	-2.70424989007795	1.33220525070137e-07	No	No
P34949	MPI	-1.83373230440857	8.81789270970205e-13	No	No
P34998;Q13324	CRHR1;CRHR2	-3.94532597921346	3.32634088272971e-14	No	No
P35219	CA8	-4.43346110525443	2.5665409429973902e-14	No	No
P35251	RFC1	-4.5294470983171	8.66432212748248e-05	No	No
P35318	ADM	-7.04404723052295	5.6296025191468e-23	No	No
P35442	THBS2	-2.75676354084148	1.38316813602971e-06	No	No
P35475	IDUA	-2.41538438061757	4.982805767937081e-09	No	No
P35555	FBN1	-5.9351323127097	8.37279652546492e-20	No	No
P35556	FBN2	-3.36598002701971	5.51140815704542e-16	No	No
P35612	ADD2	-2.20869969849445	2.37246683787282e-09	No	No
P35914	HMGCL	-3.37299021915583	2.9892790351041704e-15	No	No
P36269	GGT5	-6.59352430975827	1.91771341753087e-13	No	No
P36542	ATP5F1C	-5.90428862939164	1.78744028176605e-06	No	No
P36551	CPOX	-2.83585638818575	5.78531359419528e-12	No	No
P36776	LONP1	-4.89102064153276	1.03683454954726e-15	No	No
P36915	GNL1	-1.86356154253654	6.78226194286478e-17	No	No
P36952	SERPINB5	-6.29188625905227	1.5706697714419701e-09	No	No
P36955	SERPINF1	-3.13014104548528	0.0003448789817001	No	No
P36959	GMPR	-4.35144885361421	1.37605055412664e-23	No	No
P36969	GPX4	-2.3483450656927	1.86618306758428e-19	No	No
P38117	ETFB	-2.69320241363302	4.79250909256128e-16	No	No
P38432	COIL	-2.47246632772061	7.66008972295005e-06	No	No
P38435	GGCX	-7.90089671784975	1.64763693837412e-10	No	No
P38646	HSPA9	-2.76054107344061	1.67858896391377e-14	No	No
P40121	CAPG	-6.7320466194353	8.74094145448563e-12	No	No
P40126	DCT	-6.45210714491081	4.1109982397887004e-16	No	No
P40305	IFI27	-2.63022492891368	1.37851717252957e-16	No	No
P40306	PSMB10	-2.40944436913959	7.76671386502498e-11	No	No
P40939	HADHA	-4.64174965973595	3.07221604118453e-16	No	No
P40967	PMEL	-8.55357953985431	9.61768512951293e-16	No	No
P41226	UBA7	-3.65916696165116	1.99619126146185e-16	No	No
P41595	HTR2B	-9.6000143182474	3.34033219194184e-28	No	No
P42126	ECI1	-4.32383168055664	8.745697727016319e-11	No	No
P42696	RBM34	-2.73910104067633	5.24780349690439e-06	No	No
P42704	LRPPRC	-2.44262597400499	2.60239893809985e-07	No	No
P42765	ACAA2	-4.71515134027198	6.426825864728301e-10	No	No
P42857	NSG1	-13.571457277197	2.95614194211199e-41	No	No
P43155	CRAT	-6.8726412770313	1.56002673063947e-17	No	No
P43234	CTSO	-4.97485428994317	6.808704637466861e-15	No	No
P43243	MATR3	-2.3548246219273	7.09605271599136e-08	No	No
P43246	MSH2	-1.97570009030305	2.24592344100891e-07	No	No
P43405	SYK	-2.33619476534346	1.75138238382872e-12	No	No
P43897	TSFM	-2.78330049167891	4.14007443872391e-05	No	No
P45381	ASPA	-4.66228399283536	1.46497331434421e-19	No	No
P45954	ACADSB	-4.89055555231081	2.88672921949591e-08	No	No
P46100	ATRX	-4.67252315255173	1.45059075698312e-07	No	No
P46199	MTIF2	-2.24028284553865	3.49679178256475e-06	No	No
P46821	MAP1B	-3.0661607913222	3.7380528436503605e-14	No	No
P46952	HAAO	-2.35982430967717	0.0011291170139261	No	No
P46977	STT3A	-2.17722826203581	0.0019123630692543	No	No
P47736	RAP1GAP	-3.53850942912298	1.01975238669848e-05	No	No
P47869	GABRA2	-3.18921415109177	3.7947627342584e-05	No	No
P47972	NPTX2	-4.52690250185301	4.55737135389168e-07	No	No
P47985	UQCRFS1	-2.16425154995543	1.26075361784176e-06	No	No
P48047	ATP5PO	-3.3344663655079	1.97887210768483e-11	No	No
P48051	KCNJ6	-3.55581425023718	2.74674412136037e-18	No	No
P48307	TFPI2	-2.20329523332846	2.07459498087953e-06	No	No
P48735	IDH2	-2.24365194411073	4.07905049442339e-06	No	No
P48745	CCN3	-5.66934324051908	1.97722550888236e-07	No	No
P49069	CAMLG	-2.43036778896625	1.98786535323188e-07	No	No
P49116	NR2C2	-3.90689023568978	6.33389558382849e-06	No	No
P49406	MRPL19	-2.63195145049822	0.0001460464066881	No	No
P49411	TUFM	-2.3197179113953	2.21078924371587e-09	No	No
P49419	ALDH7A1	-1.93190471218707	6.80096481095823e-19	No	No
P49711	CTCF	-1.99174231962132	4.97962464480973e-05	No	No
P49746	THBS3	-2.41970235569333	0.0001232267621027	No	No
P49748	ACADVL	-2.40726029156723	1.82147768076247e-06	No	No
P49760	CLK2	-2.76577314317776	4.53484356673929e-08	No	No
P49767	VEGFC	-3.2237950068725	1.59514866533764e-12	No	No
P49789	FHIT	-2.57978560618045	2.13989179386158e-10	No	No
P49821	NDUFV1	-4.35413040144456	6.8591992627831104e-09	No	No
P50053	KHK	-2.1624311446324	0.0003314196098656	No	No
P50213	IDH3A	-4.03845107079731	8.70100508475193e-14	No	No
P50336	PPOX	-6.47786070415232	4.33055787032391e-18	No	No
P51159	RAB27A	-2.31902504672796	7.64394278925014e-17	No	No
P51178	PLCD1	-2.12879419068695	2.9878322800244696e-11	No	No
P51606	RENBP	-3.7579355116005	2.3271237901313397e-13	No	No
P51608	MECP2	-5.80410501505688	1.20749783073585e-07	No	No
P51610	HCFC1	-2.09332157127303	1.7133239968214098e-11	No	No
P51648	ALDH3A2	-2.96308760400564	2.8731624901902598e-11	No	No
P51649	ALDH5A1	-12.4193913805778	3.65942578741441e-32	No	No
P51687	SUOX	-4.81852878492531	1.3161484811275799e-11	No	No
P51810	GPR143	-8.00850095612599	4.04520826969634e-20	No	No
P51888	PRELP	-6.48171114462868	1.0382195753355498e-11	No	No
P51956	NEK3	-2.09681789726092	0.0022630855466274	No	No
P51970	NDUFA8	-2.36423833552145	1.03231393633531e-06	No	No
P51991	HNRNPA3	-2.62096762495355	1.54905976235014e-16	No	No
P52272	HNRNPM	-1.8267589137652	7.402806526479551e-09	No	No
P52429	DGKE	-3.58603231114954	1.22269430882373e-05	No	No
P52701	MSH6	-2.066418336564	2.31116637404723e-08	No	No
P52823	STC1	-4.19648938392534	2.36510762424303e-10	No	No
P53007	SLC25A1	-3.35131509123586	8.7845000338588e-08	No	No
P53355	DAPK1	-3.91262199972812	4.90533192129077e-13	No	No
P53597	SUCLG1	-3.21612039578508	4.17672250655058e-10	No	No
P53675	CLTCL1	-1.84667955760687	6.78259147418289e-10	No	No
P53778	MAPK12	-2.86222345938438	6.29962571841437e-07	No	No
P53779	MAPK10	-8.85360389257958	1.367791566835e-22	No	No
P53816	PLAAT3	-3.8164501713184	1.48781451711049e-10	No	No
P54098	POLG	-7.13973541774176	7.24926557892414e-08	No	No
P54687	BCAT1	-6.7782322283094	1.89001615329507e-22	No	No
P54756	EPHA5	-4.47695895787675	8.959280497351501e-26	No	No
P54819	AK2	-2.50438516357822	1.33049801722647e-08	No	No
P54886	ALDH18A1	-5.51575089742719	1.2653838354586802e-15	No	No
P55001	MFAP2	-3.5848974861507	2.93405273796936e-17	No	No
P55061	TMBIM6	-3.4998159548796	7.18952326551988e-10	No	No
P55072	VCP	-2.08160452130895	2.97226578349917e-15	No	No
P55084	HADHB	-4.3732751975937	5.941800601260379e-11	No	No
P55211	CASP9	-2.29914349323461	0.0022973184267897	No	No
P55265	ADAR	-1.99629258807295	5.13678972860296e-12	No	No
P55268	LAMB2	-5.3655567286791	1.9967947160230703e-09	No	No
P55287	CDH11	-3.8168239032705	8.61626533062304e-08	No	No
P55291	CDH15	-4.29191777491832	6.595338397749011e-09	No	No
P55345	PRMT2	-2.48779743686731	5.92063193652283e-07	No	No
P55774	CCL18	-3.69548267889124	8.911596949233381e-19	No	No
P55786	NPEPPS	-2.07302481969134	2.86604973585346e-15	No	No
P55809	OXCT1	-5.34480663961731	8.80562451771469e-16	No	No
P55899	FCGRT	-5.09829440373279	2.0110384957175e-22	No	No
P56182	RRP1	-3.87986499778691	0.0004586186886953	No	No
P56385	ATP5ME	-4.07997692723011	1.3583253085399599e-11	No	No
P56556	NDUFA6	-3.46288348995367	5.62648535301661e-16	No	No
P56937	HSD17B7	-2.26806047546594	9.51128571528187e-08	No	No
P56975	NRG3	-7.67764238650282	5.26209258646265e-27	No	No
P57679	EVC	-6.37879940873276	4.9686699285454205e-14	No	No
P57729	RAB38	-7.2909568603989	4.1396735403996504e-19	No	No
P58166	INHBE	-6.43707816711097	2.0969717244598502e-23	No	No
P58397	ADAMTS12	-6.24276931553738	1.16913746356722e-14	No	No
P60484	PTEN	-5.68498138059699	3.15755673681951e-13	No	No
P61163	ACTR1A	-1.84438834674081	6.914803834392051e-17	No	No
P61201	COPS2	-1.91271601231449	4.40785807163747e-15	No	No
P61457	PCBD1	-2.20522669861515	1.31223692127321e-16	No	No
P63302	SELENOW	-5.39005867466323	8.794235961388519e-30	No	No
P78316	NOP14	-5.80388220222155	0.0086257678766123	No	No
P78324	SIRPA	-2.26678164346677	9.315439402449391e-17	No	No
P78346	RPP30	-2.4823791653348	0.0002424265226841	No	No
P78539	SRPX	-4.49699939065703	3.3242360688313197e-12	No	No
P78559	MAP1A	-3.29788527019984	8.32331588374742e-09	No	No
P80404	ABAT	-7.64896925897224	4.83349070111316e-24	No	No
P80723	BASP1	-5.92775151183139	3.3901661189253704e-20	No	No
P81877	SSBP2	-2.23015731296596	3.37935424804844e-07	No	No
P82650	MRPS22	-2.31367663287766	1.27948369878791e-05	No	No
P82673	MRPS35	-3.03833282797127	7.17909471863271e-09	No	No
P82912	MRPS11	-2.43523063907636	0.0007036089596633	No	No
P82930	MRPS34	-1.9045672886831	1.53106400799897e-09	No	No
P83110	HTRA3	-5.74997627188175	7.24531111270369e-15	No	No
P83111	LACTB	-2.56242716240519	1.50672630034937e-06	No	No
P98066	TNFAIP6	-5.26433077051409	6.80722970264159e-09	No	No
P98095	FBLN2	-2.6176360498637	1.386110086499e-06	No	No
P98155	VLDLR	-1.92587435509678	4.09624102896281e-14	No	No
Q00059	TFAM	-2.1286522081037	7.61335191343486e-06	No	No
Q00403	GTF2B	-2.47323973967631	3.88039124949121e-09	No	No
Q00526	CDK3	-5.5763619340913	6.42550851536254e-23	No	No
Q00577	PURA	-2.13055917138238	4.50232105345886e-15	No	No
Q00587	CDC42EP1	-1.93971535748308	2.9206421805232e-05	No	No
Q00613	HSF1	-3.67314426692231	1.66007505058761e-06	No	No
Q00839	HNRNPU	-3.08843233624875	3.9053862405137997e-14	No	No
Q01118	SCN7A	-1.93174096619568	6.26528098644363e-10	No	No
Q01167	FOXK2	-2.08646084315677	0.0005099310140307	No	No
Q01432	AMPD3	-5.44781723683526	7.58394887479073e-06	No	No
Q01469	FABP5	-2.55434665031965	1.4370910849916e-14	No	No
Q01484	ANK2	-2.39616613961292	3.98389377176858e-13	No	No
Q01726	MC1R	-3.01363707021811	3.50464703165155e-15	No	No
Q01831	XPC	-4.51104932846127	1.07709053905773e-09	No	No
Q01995	TAGLN	-2.38994226424187	0.0001017965229385	No	No
Q02040	AKAP17A	-3.9545753947631	0.000296020167026	No	No
Q02083	NAAA	-2.60678232546864	0.0003218731322042	No	No
Q02252	ALDH6A1	-5.33220662978892	6.03694714401547e-14	No	No
Q02318	CYP27A1	-3.71675045225862	1.73612422153171e-13	No	No
Q02338	BDH1	-4.26342789214261	5.57439981786145e-14	No	No
Q02388	COL7A1	-5.63620374652185	1.24415482802114e-15	No	No
Q02779	MAP3K10	-2.99418929573748	0.0007274396258503	No	No
Q02978	SLC25A11	-2.63463628038607	7.1234080790458e-11	No	No
Q04609	FOLH1	-4.88445845376673	7.05257191577423e-17	No	No
Q04671	OCA2	-9.13657907776908	1.36998309384013e-25	No	No
Q05469	LIPE	-2.4279775096891	3.45418055255147e-08	No	No
Q05513	PRKCZ	-3.38418138559832	1.1538599901955e-15	No	No
Q05707	COL14A1	-7.24917394636072	1.9820800962946102e-23	No	No
Q06587	RING1	-2.73276665831736	1.79408647592564e-06	No	No
Q06787	FMR1	-2.14332875678466	1.5513683748379299e-13	No	No
Q08116	RGS1	-3.32075889065834	3.82747518019274e-13	No	No
Q08170	SRSF4	-3.06603053097332	9.17693711285382e-13	No	No
Q08257	CRYZ	-2.39434871628968	1.26214903366009e-19	No	No
Q08380	LGALS3BP	-3.22497787302134	9.83034195305547e-13	No	No
Q08397	LOXL1	-6.04840429075387	6.46830098392003e-11	No	No
Q08462	ADCY2	-6.4995478901757	1.00691727696615e-13	No	No
Q08499	PDE4D	-3.41641500457882	2.72802415048046e-08	No	No
Q08752	PPID	-2.09193090043413	1.7721017324841301e-15	No	No
Q08999	RBL2	-3.16886858194115	7.04713848836427e-11	No	No
Q08AE8	SPIRE1	-3.23142875112425	4.37943294461458e-10	No	No
Q0P6D2	DIPK1C	-3.93103971893203	9.647162937721789e-12	No	No
Q10589	BST2	-2.08655978092743	0.0009405577776547	No	No
Q10713	PMPCA	-3.06025251193241	3.62742792641323e-06	No	No
Q12756	KIF1A	-4.09888558781428	2.4090067767296902e-20	No	No
Q12768	WASHC5	-2.43303259830943	2.27881482060737e-19	No	No
Q12800	TFCP2	-6.76352225436401	1.01998187427931e-13	No	No
Q12816	TRO	-4.47124717793247	4.65582553266705e-06	No	No
Q12830	BPTF	-3.42188127188129	0.0083465985068275	No	No
Q12857	NFIA	-5.7207515434351	3.3006777379084603e-25	No	No
Q12866	MERTK	-2.75513861613729	5.1482139704438e-07	No	No
Q12888	TP53BP1	-3.19049123642209	3.39364278915225e-10	No	No
Q12955	ANK3	-2.07928767214142	9.03237230374047e-11	No	No
Q13228	SELENBP1	-4.29272178797847	2.05248197753506e-17	No	No
Q13242	SRSF9	-1.9286134424533	3.48793997782479e-09	No	No
Q13243	SRSF5	-2.58126905000205	6.2713849197726e-14	No	No
Q13247	SRSF6	-2.46204255340266	4.71052113852269e-14	No	No
Q13303	KCNAB2	-4.03563965815699	1.7282238270222102e-15	No	No
Q13315	ATM	-2.02771088201781	0.001034273510996	No	No
Q13330	MTA1	-2.70851546871809	4.23359024215399e-09	No	No
Q13363	CTBP1	-3.21232270721735	4.10458342139933e-16	No	No
Q13368	MPP3	-2.31127923091525	0.0068183193919642	No	No
Q13405	MRPL49	-2.0588321778956	0.0018446724281068	No	No
Q13409	DYNC1I2	-4.44655335143116	2.3611725979882502e-17	No	No
Q13416	ORC2	-4.29389461074101	5.65415049248811e-07	No	No
Q13423	NNT	-3.36769678797491	8.89645482797109e-06	No	No
Q13427	PPIG	-2.03745649420148	0.0005196558264635	No	No
Q13451	FKBP5	-4.7210494752873	5.58791378670354e-27	No	No
Q13491	GPM6B	-6.47294380705933	8.293672256330579e-28	No	No
Q13510	ASAH1	-2.34395176846425	1.41893299361916e-09	No	No
Q13523	PRP4K	-2.88975430866666	4.5694725301503e-14	No	No
Q13554	CAMK2B	-5.59660695102771	2.1268512663411802e-19	No	No
Q13595	TRA2A	-2.29782643676914	2.3431930211246102e-09	No	No
Q13615	MTMR3	-2.21973344210964	0.0030042187848772	No	No
Q13620	CUL4B	-3.427464232747	4.1243549484540895e-18	No	No
Q13637	RAB32	-3.2656473054393	3.78287591740674e-16	No	No
Q13683	ITGA7	-2.18730964841451	5.73063341248932e-13	No	No
Q13769	THOC5	-2.23567231602088	8.4206730282881e-06	No	No
Q13822	ENPP2	-5.95180783318052	6.7614256948032e-16	No	No
Q13825	AUH	-7.34681559087707	4.1587844816449197e-22	No	No
Q13936	CACNA1C	-2.29902823181865	1.59393592407454e-05	No	No
Q14004	CDK13	-2.73446989228152	0.0045999712551181	No	No
Q14012	CAMK1	-4.09149258917929	8.688653306858011e-15	No	No
Q14061	COX17	-3.276157010226	8.10394900309512e-10	No	No
Q14088	RAB33A	-6.72986723930025	2.53022046935405e-23	No	No
Q14153	FAM53B	-4.03836275356275	9.74470747407852e-09	No	No
Q14165	MLEC	-1.98606323713041	3.62164681108793e-13	No	No
Q14194	CRMP1	-3.44397328177242	1.16181140451717e-17	No	No
Q14195	DPYSL3	-3.26565303511993	1.96216627186162e-17	No	No
Q14197	MRPL58	-3.32874982676918	7.03922776126393e-05	No	No
Q14202	ZMYM3	-3.14901585210644	5.3733639143423e-05	No	No
Q14244	MAP7	-2.6060259169525	0.0001345248810959	No	No
Q14249	ENDOG	-6.0784116835111	7.24972257529796e-26	No	No
Q14315	FLNC	-3.77766053394332	1.01169639252378e-17	No	No
Q14393	GAS6	-4.50351404043363	2.77821598416412e-18	No	No
Q14435	GALNT3	-2.11380235983666	8.74144319674082e-10	No	No
Q14524	SCN5A	-6.76249643821089	2.0843077345796e-11	No	No
Q14626	IL11RA	-4.06346279902388	2.5134727694140902e-15	No	No
Q14684	RRP1B	-2.88902963328473	0.0042770770331793	No	No
Q14714	SSPN	-4.69278444818299	7.83938539577253e-18	No	No
Q14721	KCNB1	-1.98683516242902	8.02396272901775e-07	No	No
Q14764	MVP	-2.92046629358158	1.28219842228474e-13	No	No
Q14766	LTBP1	-2.26616962379575	5.5358440752963e-07	No	No
Q14767	LTBP2	-13.829648299261	1.21907875585771e-13	No	No
Q14832	GRM3	-1.99543389182657	0.0005953976445674	No	No
Q14839	CHD4	-1.84416242441121	2.86463316485817e-06	No	No
Q14894	CRYM	-7.10374547286746	9.57691163643377e-18	No	No
Q14BN4	SLMAP	-2.94365467451952	0.0022667102993687	No	No
Q14D04	VEPH1	-7.22008865629885	1.37046796894517e-20	No	No
Q15011	HERPUD1	-1.90767438452228	0.0013109192616413	No	No
Q15020	SART3	-3.99754916073646	1.5707265189243e-10	No	No
Q15031	LARS2	-4.68516586013685	5.93725773951812e-11	No	No
Q15054	POLD3	-2.42273468437447	2.90721099919663e-06	No	No
Q15059	BRD3	-3.09177304574173	0.0003571166154675	No	No
Q15075	EEA1	-2.00271665867263	2.39820908995585e-12	No	No
Q15111	PLCL1	-3.29602754450674	0.0001459897383917	No	No
Q15118	PDK1	-7.64626628977617	8.41208593575129e-24	No	No
Q15119	PDK2	-9.52234602478794	6.95083744961944e-30	No	No
Q15120	PDK3	-8.51173213709047	5.47633580893205e-29	No	No
Q15124	PGM5	-3.05009157715904	2.63400327047677e-10	No	No
Q15166	PON3	-3.30841145227485	6.19548949891406e-10	No	No
Q15345	LRRC41	-3.29054120950536	4.56050590307197e-06	No	No
Q15542	TAF5	-2.3622835151753	1.05096102469983e-06	No	No
Q15554	TERF2	-2.48314223168107	0.0007408867641712	No	No
Q15596	NCOA2	-3.50528300316739	2.6862051437561198e-12	No	No
Q15642	TRIP10	-1.89300395212195	1.15617350070089e-09	No	No
Q15646	OASL	-2.42249244437342	0.0002759186962228	No	No
Q15746	MYLK	-2.88591188183016	2.21018398664755e-12	No	No
Q15777	MPPED2	-5.87778659690098	2.47233699231626e-14	No	No
Q15788	NCOA1	-6.1424031366032	1.37022244708998e-07	No	No
Q15858	SCN9A	-3.16401098203175	0.0023717479229738	No	No
Q16082	HSPB2	-2.45318661989037	0.0052262288567643	No	No
Q16143	SNCB	-5.34219303072526	9.579684747571511e-15	No	No
Q16270	IGFBP7	-3.56431985306311	1.37233430378213e-13	No	No
Q16394	EXT1	-2.05475396743412	0.0021565359418673	No	No
Q16526	CRY1	-4.89709809591595	0.0001383654195537	No	No
Q16540	MRPL23	-4.01477180062159	7.485726912554801e-16	No	No
Q16595	FXN	-3.42710339862657	3.07652756788927e-09	No	No
Q16629	SRSF7	-3.11936906106144	4.97944025581814e-14	No	No
Q16643	DBN1	-1.85416518198873	3.47353528638077e-17	No	No
Q16651	PRSS8	-2.20251685635547	7.2695679599606404e-09	No	No
Q16654	PDK4	-2.04583046267286	0.0004011967485728	No	No
Q16655	MLANA	-8.37726004933819	1.31129902971173e-16	No	No
Q16678	CYP1B1	-4.97839945582203	3.3075017184345e-08	No	No
Q16698	DECR1	-2.91157239292523	2.2825797476072002e-11	No	No
Q16740	CLPP	-5.94121271832485	1.3466085599141301e-09	No	No
Q16762	TST	-2.17933618621652	0.0002455753225058	No	No
Q16769	QPCT	-5.08363198476364	6.398651338651261e-23	No	No
Q16773	KYAT1	-2.1545271922983	2.15952397680751e-07	No	No
Q16795	NDUFA9	-4.73410963762207	2.0197049040928503e-09	No	No
Q16799	RTN1	-5.16039112559848	7.30445019547032e-13	No	No
Q16822	PCK2	-5.42292652706094	1.4103861144729401e-14	No	No
Q16836	HADH	-3.8023005769819	5.00681226967596e-17	No	No
Q16854	DGUOK	-5.52477285410345	3.36899510732403e-08	No	No
Q16891	IMMT	-2.78184920246934	5.31772261729796e-06	No	No
Q17RN3	FAM98C	-2.10311199629103	0.0045501206182278	No	No
Q1KMD3	HNRNPUL2	-3.14097193087196	3.2238739791773897e-12	No	No
Q2M1P5	KIF7	-7.83083558020064	2.72620134855549e-07	No	No
Q2M389	WASHC4	-2.26428350364502	2.86059863230129e-15	No	No
Q2NKQ1	SGSM1	-7.71114448869222	3.6203903899389204e-17	No	No
Q2TBE0	CWF19L2	-5.70636185438585	9.45922907475031e-16	No	No
Q2VWP7	PRTG	-6.06500294060933	0.0021254069309291	No	No
Q32P51	HNRNPA1L2	-2.18503985894915	9.70172703497767e-15	No	No
Q3I5F7	ACOT6	-6.78252350150883	2.91645499617707e-26	No	No
Q3KRA9	ALKBH6	-2.55980943767999	0.0001986589994342	No	No
Q3LXA3	TKFC	-1.84277200178171	2.24864434450155e-12	No	No
Q3MIR4	TMEM30B	-2.00463394462277	5.31069302820036e-07	No	No
Q3MIT2	PUS10	-2.68175411442722	3.56109621062449e-05	No	No
Q3SXM5	HSDL1	-3.37850499040242	0.0005242942121241	No	No
Q3SYG4	BBS9	-2.66137825249599	2.37269775567867e-05	No	No
Q3T906	GNPTAB	-3.95745589709229	9.84034854094393e-05	No	No
Q3ZCQ8	TIMM50	-2.01358661363961	0.0010451585078602	No	No
Q460N5	PARP14	-3.27241725111134	2.09381818243479e-15	No	No
Q49A26	GLYR1	-2.63206258821496	1.43267623404866e-05	No	No
Q4G0N4	NADK2	-3.41661301425755	4.04477950377299e-09	No	No
Q4G0W2	DUSP28	-3.35510109979386	9.059808514378661e-17	No	No
Q4G148	GXYLT1	-1.9636312427282	2.48674207319716e-06	No	No
Q4G176	ACSF3	-5.69806019544061	2.502320469832e-08	No	No
Q4V9L6	TMEM119	-4.57164992051558	1.2380077190195e-17	No	No
Q4ZG55	GREB1	-4.32009227423776	6.904504237628949e-13	No	No
Q4ZHG4	FNDC1	-4.65662727064435	4.8445415946807e-11	No	No
Q52LJ0	FAM98B	-2.05044030179646	3.67718509932632e-11	No	No
Q53EL6	PDCD4	-3.11927792452677	1.03119391356006e-15	No	No
Q53F19	NCBP3	-3.01024983985671	8.44260709764261e-05	No	No
Q53G44	IFI44L	-5.80392910798601	2.19723065998928e-21	No	No
Q53GS9	USP39	-2.93169163477557	9.764480396578969e-11	No	No
Q53RD9	FBLN7	-4.09868933478229	8.1781707567385e-11	No	No
Q53S33	BOLA3	-5.06962470690102	1.34682719000023e-05	No	No
Q569H4	PRR16	-2.72114211076181	6.20892553215905e-05	No	No
Q58DX5	NAALADL2	-3.25658894217893	6.95592342087027e-06	No	No
Q58WW2	DCAF6	-2.2625960854015	5.51198859063954e-07	No	No
Q5BKT4	ALG10	-6.73305336447931	3.51770498908414e-10	No	No
Q5BKZ1	ZNF326	-3.46581739202516	1.9532407853261898e-11	No	No
Q5C9Z4	NOM1	-2.70281443651678	0.0090268703874693	No	No
Q5D0E6	DALRD3	-2.30367656797597	0.0042191181155308	No	No
Q5DX21	IGSF11	-7.01926714478066	1.5457176063642499e-22	No	No
Q5FYB0	ARSJ	-3.81768399925081	2.97622570222615e-07	No	No
Q5FYB1	ARSI	-7.26827267253155	6.015223652288389e-22	No	No
Q5GFL6	VWA2	-8.14852494864613	2.08515118158325e-26	No	No
Q5H8C1	FREM1	-2.26767215095553	7.80975080191509e-05	No	No
Q5HYI7	MTX3	-2.14014338238197	7.53235237716222e-13	No	No
Q5HYK3	COQ5	-4.47693404503753	5.0220425007577e-08	No	No
Q5HYW2	NHSL2	-5.29027576133844	5.36274395470642e-13	No	No
Q5IJ48	CRB2	-3.69029111890989	0.0014057734535882	No	No
Q5JRX3	PITRM1	-3.0479949215003	4.91972538860716e-13	No	No
Q5JTB6	PLAC9	-5.58899143567707	1.83585389781322e-22	No	No
Q5JTZ9	AARS2	-5.04607617328015	1.22151690012416e-05	No	No
Q5JU69	TOR2A	-1.95297521493319	0.0002115661757886	No	No
Q5K4L6	SLC27A3	-4.31802097727964	6.6856972531072e-20	No	No
Q5KU26	COLEC12	-4.51588367887645	5.90437783158081e-14	No	No
Q5RI15	COX20	-4.94022286259124	1.2464883212063e-08	No	No
Q5SRE7	PHYHD1	-5.27534203386942	1.09823760958548e-19	No	No
Q5SRH9	TTC39A	-2.3025494725669	0.0017626712401505	No	No
Q5ST30	VARS2	-8.15785094301248	2.66170044821332e-15	No	No
Q5T011	SZT2	-2.27236082965872	8.62791461152513e-05	No	No
Q5T0B9	ZNF362	-2.38415175007674	0.0049563928244107	No	No
Q5T160	RARS2	-4.57710756383104	2.9495376549635103e-15	No	No
Q5T1C6	THEM4	-2.11384229880266	7.32798097847033e-05	No	No
Q5T200	ZC3H13	-3.4889027541207	1.3754487719481099e-11	No	No
Q5T2T1	MPP7	-4.9979995905305	1.01330880696486e-14	No	No
Q5T440	IBA57	-5.65077002236256	3.5342720046786904e-15	No	No
Q5T6J7	IDNK	-2.3186038243496	2.07273968467193e-10	No	No
Q5T7W0	ZNF618	-5.48769654813472	1.84193549509911e-07	No	No
Q5T848	GPR158	-3.01289587902736	1.41180005123716e-05	No	No
Q5T8P6	RBM26	-1.94822200485781	1.3751171437444e-08	No	No
Q5TC12	ATPAF1	-3.68303316943025	1.46187034461628e-06	No	No
Q5TC63	GRTP1	-3.66799215319458	1.64505523320014e-06	No	No
Q5TEA3	DNAAF9	-3.44283097789053	0.0046989223883587	No	No
Q5TEJ8	THEMIS2	-3.45236209395787	3.75088955482781e-10	No	No
Q5TF21	MTCL3	-3.65830012974025	1.08631880953203e-06	No	No
Q5TH69	ARFGEF3	-3.08161271011909	1.81666993746317e-06	No	No
Q5TIE3	VWA5B1	-6.3300958122662	1.50113771430458e-05	No	No
Q5U5X0	LYRM7	-5.84667357917895	3.29537094019409e-09	No	No
Q5VTL8	PRPF38B	-3.12064576491544	2.89393615964336e-09	No	No
Q5VTQ0	TTC39B	-3.09551624889765	1.55152622056105e-12	No	No
Q5VTR2	RNF20	-1.94131473008133	0.001410900912027	No	No
Q5VUJ6	LRCH2	-1.83198301805886	6.01742146834144e-06	No	No
Q5VV41	ARHGEF16	-2.75816902417323	3.28050701660821e-08	No	No
Q5VV42	CDKAL1	-2.76467159615663	0.0008777545611963	No	No
Q5VV43	KIAA0319	-2.97235682052095	6.236090628070839e-11	No	No
Q5VWP3	MLIP	-3.53338212404459	5.91198644990337e-16	No	No
Q5VYX0	RNLS	-7.43369688236735	3.97931875013916e-21	No	No
Q5W0U4	BSPRY	-3.16218786555594	5.57522741364798e-12	No	No
Q629K1	TRIQK	-2.26163968063788	0.0023837344758953	No	No
Q63HM9	PLCXD3	-5.5561772296099	7.65899338595418e-14	No	No
Q63HN8	RNF213	-2.26827375234773	1.06488680787642e-16	No	No
Q641Q2	WASHC2A	-2.58520367617729	7.17559514528122e-05	No	No
Q641Q3	METRNL	-2.75219735483339	0.008807872064478	No	No
