Protein_Group	Genes	Protein_Names	IgG_dox-_Avg_Peptide_Count	IgG_dox+_Avg_Peptide_Count	AURKA_dox-_Avg_Peptide_Count	AURKA_dox+_Avg_Peptide_Count	Species	Intensity_IgG_dox-_BR1_TR1	Intensity_IgG_dox-_BR1_TR2	Intensity_IgG_dox+_BR1_TR1	Intensity_IgG_dox+_BR1_TR2	Intensity_AURKA_dox-_BR1_TR1	Intensity_AURKA_dox-_BR1_TR2	Intensity_AURKA_dox+_BR1_TR1	Intensity_AURKA_dox+_BR1_TR2	Intensity_IgG_dox-_BR2_TR1	Intensity_IgG_dox-_BR2_TR2	Intensity_IgG_dox+_BR2_TR1	Intensity_IgG_dox+_BR2_TR2	Intensity_AURKA_dox-_BR2_TR1	Intensity_AURKA_dox-_BR2_TR2	Intensity_AURKA_dox+_BR2_TR1	Intensity_AURKA_dox+_BR2_TR2	Intensity_IgG_dox-_BR3_TR1	Intensity_IgG_dox-_BR3_TR2	Intensity_IgG_dox+_BR3_TR1	Intensity_IgG_dox+_BR3_TR2	Intensity_AURKA_dox-_BR3_TR1	Intensity_AURKA_dox-_BR3_TR2	Intensity_IgG_dox-_BR4_TR1	Intensity_IgG_dox-_BR4_TR2	Intensity_IgG_dox+_BR4_TR1	Intensity_IgG_dox+_BR4_TR2	Intensity_AURKA_dox-_BR4_TR1	Intensity_AURKA_dox-_BR4_TR2	Intensity_AURKA_dox+_BR4_TR1	Intensity_AURKA_dox+_BR4_TR2
Q53T94	TAF1B	TAF1B_HUMAN	0.0	0.0	0.625	0.3333333333333333	HUMAN						11131.025								7809.2744													630.7736	1581.05	8457.821	1545.558
Q53TN4	CYBRD1	CYBR1_HUMAN	1.375	1.125	1.375	0.5	HUMAN	50702.875	102186.03	40636.85	61154.93	60981.945	66869.86	55888.47	64194.305	113059.53	161004.62		28284.533	343184.12	343835.2			516996.25	1195553.9	495889.06	500124.5	644952.6	432812.75	188780.3	265551.66	61118.305			61033.812	115790.5	
Q53TQ3	INO80D	IN80D_HUMAN	0.125	0.0	0.75	1.3333333333333333	HUMAN							206603.62	162316.31	10161.452				2366.2073	71402.41													220373.5	141508.12	182187.27	38014.918
Q562E7	WDR81	WDR81_HUMAN	0.625	1.0	0.375	1.1666666666666667	HUMAN	96329.21	740933.8	468643.53	504856.03			6643.447	7408.4824		427874.38	830609.0			3230.9016				2347.4834	664242.8	4459.462				262141.19			16981.451		9666.268	10096.834
Q562F6	SGO2	SGO2_HUMAN	1.0	0.625	5.875	4.666666666666667	HUMAN	3890.6282				489668.12	156436.88	105791.55	143101.28		4503.571		9129.496	145930.58	261557.05			31498.121	30910.12	6685.9775	4173.633	7187.3003	29411.375	33518.727	10662.5			330532.94	202161.27	534630.4	152326.16
Q562R1	ACTBL2	ACTBL_HUMAN	24.875	23.25	22.5	21.333333333333332	HUMAN	678777150.0	1242899800.0	1575453700.0	1434734100.0	806033900.0	688865200.0	853625400.0	781598100.0	944696770.0	1635124100.0	675559040.0	798759000.0	1976172700.0	2133427000.0	300872160.0	181587440.0	11804835000.0	22232185000.0	40973246000.0	37744580000.0	3600387800.0	3123596500.0	3636880600.0	7052058600.0	1199255400.0	605528900.0	810469950.0	474782530.0	1001731400.0	634529700.0
Q567U6	CCDC93	CCD93_HUMAN	4.875	5.125	5.625	3.3333333333333335	HUMAN	30615.25	145245.19	245123.25	89028.06	122255.22	65936.0	95447.71	68957.375	80031.164	112436.32	87310.94	74430.57	276429.12	399469.0	11558.743		37084.133	57128.79	120952.27	86632.86	12650.03	47316.11	101486.42	84355.89	37379.125	56353.24	176552.53	94145.98	205913.75	61500.125
Q567V2	MPV17L2	M17L2_HUMAN	0.125	0.25	0.5	0.5	HUMAN			3242.7192		2242.5881	3415.241	2978.1494							5253.5376				2497.1335		3436.1394							3298.6562		1183.3605	2140.8486
Q56NI9	ESCO2	ESCO2_HUMAN	0.125	0.75	4.75	4.333333333333333	HUMAN			1087426.1		67395.31	276068.0	280742.38	250806.77			127323.76		328077.1	505675.5				4993.9746	82863.6		324434.94	29976.586					432351.0	879056.4	692505.5	930606.3
Q56VL3	OCIAD2	OCAD2_HUMAN	5.0	5.0	6.125	6.5	HUMAN	315512.38	164970.6	628892.75	298545.06	305557.6	366418.38	805526.44	474819.53	46790.17	383870.5	194313.78	114284.64	1075662.8	1003604.2	281758.16	141839.14	146402.66	603072.25	336936.9	527785.7	568218.44	428992.34	123868.8	533142.1	257389.6	109321.53	335266.4	418280.0	651659.75	563486.56
Q58A45	PAN3	PAN3_HUMAN	1.125	3.625	7.125	6.166666666666667	HUMAN	1320.8129		163705.6	520346.3	546023.2	387076.6	592992.1	756853.4	1086.6926	139173.17	36240.496	30609.916	532535.5	703718.56	15380.949	536.36536		52441.715	231332.55	185221.03		118043.41		26106.328	3387.9912	141445.12	494523.56	399365.3	498482.22	333387.44
Q58D62	FETUB	FETUB_BOVIN	0.875	0.875	0.375	0.5	BOVIN		2496.92	7601.3057	2466.909	6378.99				5325.527	3316.4246	5460.0693				1684.9482		11338.592	2323.3308	1765.0984	2634.391	3461.8394			4703.766	5524.664	2214.371	3405.6367		1175.625	8160.701
Q58FF6	HSP90AB4P	H90B4_HUMAN	0.625	0.5	0.25	0.16666666666666666	HUMAN	11242.523	25857.45							20535.424					52664.91			15403.719	17679.018	46157.25	52063.79		43282.03			61399.344	42157.207				52747.78
Q58FF8	HSP90AB2P	H90B2_HUMAN	1.0	0.375	1.125	0.6666666666666666	HUMAN	28097.14			141177.3	109806.93	35164.117		143912.31	86311.53	448623.7		80676.03	200622.62	370036.38	85808.89	79336.59	104420.83				67726.016	51970.89	39654.06	215412.92	257880.9			776539.3	586667.75	
Q58WW2	DCAF6	DCAF6_HUMAN	0.75	0.5	0.375	0.5	HUMAN	14999.212	13085.486		8799.553	23672.793		39388.055		7836.6265					28102.703			14482.934	16117.3125	32909.938	9252.786	15080.052		9484.884			6883.0845			8026.491	16739.562
Q5BJD5	TMEM41B	TM41B_HUMAN	1.5	1.5	2.125	2.0	HUMAN	230565.22	259852.27	372744.5	159142.56	657298.56	276534.6	370498.3	519579.12	65092.875		75602.06	158373.66	856955.25	1001910.25	32783.855		43604.4		192129.94	58766.734	251301.84	68692.86	130394.586	110406.95	75527.42		762979.9	119405.43	673957.8	454378.44
Q5BJF2	TMEM97	SGMR2_HUMAN	0.5	0.875	0.75	0.6666666666666666	HUMAN			41084.984	23602.258	57663.77		49508.527			24440.129		13244.75	103273.086	207695.58	31296.555		32926.836	21429.924	53351.723	56522.61		24723.34		32464.314	46530.44	15138.749	58100.04	61913.69	115274.47	68051.164
Q5BJF6	ODF2	ODFP2_HUMAN	36.125	36.25	9.5	6.5	HUMAN	17336946.0	36228280.0	50117588.0	41693350.0	4085398.8	2490368.2	1663475.0	1961412.4	12495213.0	24483360.0	22136950.0	18421454.0	2783148.0	2619973.0	34601.656		2429274.8	4501805.0	4056609.5	2998000.5	89577.97		8354629.5	16168071.0	10488879.0	4833344.5	1144048.5	1250959.5	832208.8	656587.8
Q5BJH7	YIF1B	YIF1B_HUMAN	1.375	1.75	6.0	6.5	HUMAN		274309.8	161459.66	235976.12	1821409.4	1652894.0	1162240.9	779423.25	70371.64	305787.9	6298.9346	10541.783	1596853.0	1662287.9	1024214.0	1128278.0	4485.6357	10426.809	175216.52	334946.12	376815.47	155420.77	8445.073	89351.53		8553.707	1550647.4	971319.75	1652023.8	1413681.8
Q5BKY9;Q8N9E0	FAM133A;FAM133B	F133A_HUMAN;F133B_HUMAN	0.625	0.5	0.875	0.6666666666666666	HUMAN	6844.161	4628.145	5923.7324	6010.6743	11415.973	2020.079	12321.404	5395.8315		7670.2954			5734.787						11682.157	7116.468	3150.8699	1660.0309	9528.68	15600.704			8559.641	12307.908	16097.737	6672.008
Q5BKZ1	ZNF326	ZN326_HUMAN	10.75	9.0	17.5	16.5	HUMAN	1008753.5	1911961.5	2614214.8	2773365.0	19470272.0	17105020.0	21516570.0	21560974.0	11962250.0	20201430.0	1604909.8	1405235.1	24047020.0	26469732.0	2783951.0	1820218.5	943318.75	1530372.1	2859946.5	2569629.5	4287099.0	3526553.2	2574371.5	5335274.0	1566969.0	1433958.8	17077968.0	16158856.0	23929516.0	14822519.0
Q5C9Z4	NOM1	NOM1_HUMAN	3.0	3.875	12.125	10.5	HUMAN	99718.7	66737.16	168683.92	180890.23	2185193.2	1657420.4	2208021.0	1929983.8	120466.83	211384.47	45305.188	66854.81	2290034.2	2091715.6	157247.47	94791.93	176319.75	316226.88	624652.44	774741.7	592782.75	619070.1	109809.22	201733.08	216460.06	65315.797	2648075.2	1336724.9	2704027.0	2074231.6
Q5D0E6	DALRD3	DALD3_HUMAN	0.625	0.625	1.125	1.0	HUMAN	10996.433	19237.86	23356.154	56624.086	57656.863	44164.688	86055.266	14124.276	10208.655	10093.984	16289.18		26623.758	28555.412				24222.053	13238.417		15904.356						38038.465	23086.61	64588.223	47138.44
Q5D862	FLG2	FILA2_HUMAN	12.625	17.0	23.25	20.5	HUMAN	7008709.0	12955405.0	14771669.0	11040948.0	42812290.0	34464292.0	10034336.0	10371882.0	2195701.2	4119916.5	8040207.0	6637233.5	31303976.0	33473622.0	33754580.0	25278542.0	2367638.2	5213560.0	12412561.0	11436596.0	17193474.0	14253942.0	6329416.0	9638692.0	20745710.0	13486486.0	15202812.0	11840531.0	30793022.0	22903414.0
Q5EB52	MEST	MEST_HUMAN	0.375	1.75	2.75	2.8333333333333335	HUMAN		7892.6484	11006.792	20025.367	11633.555	14577.861	13196.626	9336.826					41453.56	24043.22	7777.4453	5339.247		19142.7	31835.102	31154.777	6752.245	3713.1501			9406.347	3351.2773	23058.857	1905.4635	29468.924	12482.272
Q5EBL2	ZNF628	ZN628_HUMAN	0.0	0.0	0.375	0.3333333333333333	HUMAN					816.7339		1413.4004	1145.5646					1579.2308																	
Q5EBL4	RILPL1	RIPL1_HUMAN	0.25	0.75	0.375	0.3333333333333333	HUMAN			37134.73				10236.513			29594.918	15508.369		21769.496	12855.82						22614.918				10858.068	20454.682	28121.53			8821.664	
Q5EBL8	PDZD11	PDZ11_HUMAN	5.0	4.625	7.625	8.0	HUMAN	595310.0	1464672.0	1022597.5	1387170.1	6592754.5	4906934.5	4161771.0	6187522.5	826613.6	1295987.2	663678.44	319562.34	3277720.8	4493783.0	5393047.5	4094504.0	1019458.7	1806850.1	2104273.2	4085552.0	4145907.8	5978319.5	871855.56	1853142.1	1161440.9	667645.3	7094553.0	3825858.8	8015135.0	4624961.5
Q5F1R6	DNAJC21	DJC21_HUMAN	0.75	1.0	3.625	3.8333333333333335	HUMAN	17634.012	6258.5635	180332.3		845876.2	541341.4	1045056.2	480328.97	100753.516	5549.2524	7743.236		606676.8	734039.6	186689.97	50021.098	5453.821	13305.043	569147.0	282616.7	323746.34	208924.36					952983.44	146979.5	762431.9	678132.8
Q5FBB7	SGO1	SGO1_HUMAN	0.0	0.0	0.75	0.3333333333333333	HUMAN						54727.176		2998.3457					112578.66	70872.55													6207.564			29938.346
Q5FWF4	ZRANB3	ZRAB3_HUMAN	0.25	0.25	1.5	1.3333333333333333	HUMAN				4173.577	4015.4963	4220.7095	15270.201	58491.414			2682.9258		87478.98	12318.873			1762.45				1846.5221			2626.467			3059.111	6239.268	43765.36	3977.1335
Q5GLZ8	HERC4	HERC4_HUMAN	9.25	11.625	8.625	10.333333333333334	HUMAN	705351.7	1650375.2	2341774.8	1708442.1	1197002.2	684885.9	1575689.6	1315181.9	626743.94	1121277.6	1333321.8	442709.44	1328416.2	1535921.1	401625.12	122191.25	278269.53	1809684.0	2493514.0	1659960.9	378340.56	107761.21	355793.62	1764870.0	1226240.8	918487.1	1024357.94	393237.16	2326487.0	995251.5
Q5H8A4	PIGG	PIGG_HUMAN	0.75	0.375	0.875	0.8333333333333334	HUMAN		71655.42		61215.297	2111.7068	49791.65	2196.0398	32828.027		11870.147			143995.64	9768.344			36646.934	4547.774						43914.504	27087.229	23623.988	25811.06			37895.367
Q5H9F3	BCORL1	BCORL_HUMAN	0.0	0.0	0.125	0.16666666666666666	HUMAN						3997.5913	2106.8345																							
Q5H9R7	PPP6R3	PP6R3_HUMAN	6.0	6.25	22.875	34.333333333333336	HUMAN	633590.6	1090468.0	1516172.0	909028.25	14286544.0	10686855.0	43456150.0	41604520.0	276143.38	918651.6	890582.6	765750.44	13786203.0	14119838.0	23975594.0	14316608.0	1336730.0	1640294.0	2629115.5	2254030.8	7065341.5	4278779.5	381196.9	1287416.5	793678.9	660975.0	14479436.0	9442829.0	46173740.0	33512450.0
Q5H9U9	DDX60L	DDX6L_HUMAN	1.875	2.5	19.75	21.166666666666668	HUMAN	40495.832	11631.093		633345.25	5980260.0	4964280.5	11070579.0	9452287.0	103605.97	194321.31	12389.892	50262.28	7448113.5	5703761.0	123450.38	7936.005	147694.4		178570.28	278881.84	1554813.8	917852.75		157677.0	19953.145	70805.055	8157685.0	2115771.2	10002559.0	3447069.0
Q5HYI7	MTX3	MTX3_HUMAN	1.5	1.875	5.375	4.0	HUMAN	10295.077	1682108.4	22400.953	34206.72	7098085.0	60890.195	6050817.5	2529228.0	7892.974	30969.996	11681.146	5647.7666	6698007.5	7890450.0	33248.97	9708.177	10805.241	20589.227	79490.305	1773992.8	5049642.0	4023675.5	8540.189				5040777.5	5190405.0	6792903.0	72201.92
Q5HYI8	RABL3	RABL3_HUMAN	3.625	4.875	4.0	4.5	HUMAN	397504.8	454665.5	810627.75	1256036.2	421868.3	432184.12	668491.0	648199.75	210108.81	455475.0	497180.25	366408.3	1054625.9	980065.9	129849.12	210639.53	252243.14	331393.12	962166.75	754058.4	113456.28	114039.59	207221.73	591933.5	897278.06	490861.9	985597.6	457411.3	756978.6	396073.97
Q5HYK7	SH3D19	SH319_HUMAN	0.75	0.375	1.375	0.3333333333333333	HUMAN	5323.2544	38474.31		32480.758		46709.535				32325.357			58299.266	93433.79			4094.5403	55735.086	109067.875	48826.68	3531.9685	78097.64					84747.375	61889.26	116389.95	2095.46
Q5HYK9	ZNF667	ZN667_HUMAN	0.0	0.125	0.5	0.8333333333333334	HUMAN							22664.053	9293.29					16931.29												1757.7697		25273.219			17858.166
Q5J8M3	EMC4	EMC4_HUMAN	0.375	1.375	1.75	1.5	HUMAN			12567.895	21891.895	144254.25		19282.965	17948.662	17509.19		7302.6357		159129.77	262002.83		4281.4966	9904.838		74723.414	159511.88	14687.929	5715.909			10375.34		19343.814	6199.8774	115251.73	11276.41
Q5JPH6	EARS2	SYEM_HUMAN	5.375	7.875	6.5	6.833333333333333	HUMAN	440673.97	744717.1	1343242.6	1117973.9	635587.8	136245.3	644303.0	548072.75	163067.62	874561.8	186688.12	133053.98	804887.44	1316878.0	75434.11	38973.508	129419.484	536584.3	1359795.8	882031.1	88707.555	102162.14	83467.234	201490.44	1316249.8	367203.62	718484.8	596974.94	1125800.9	704005.7
Q5JPI3	C3orf38	CC038_HUMAN	2.5	2.875	2.125	2.8333333333333335	HUMAN	69655.766	20260.523	259851.9	104986.55	146743.53		232171.3	160366.25	245316.92	345752.1	101933.45	25601.602	482292.5	225579.25		8061.3394		91973.72	161708.39	64085.008			68467.65	98587.9	148360.58	20186.86	30958.17	49441.484	162208.52	87590.17
Q5JRA6	MIA3	TGO1_HUMAN	1.0	1.375	1.625	2.8333333333333335	HUMAN	3584.6594		6278.4014	7833.5273	2230412.2	1385822.6	2973200.5	12455.313	15808.089		65647.74	1914281.1	51120.535	18396.25	6603.811	45976.223		922.5808	3562.729	1478.0505		517.0297		14244.684			858943.75		3411118.2	8705.459
Q5JRX3	PITRM1	PREP_HUMAN	6.25	5.125	8.25	7.0	HUMAN	164390.58	152608.97	141077.11	241600.03	496927.75	197593.12	227751.45	4183504.2	254586.36	1883090.4	114209.42	181501.73	1278584.8	1370320.4	193366.25		213392.19	355990.62	221674.02	325562.72	140706.14	172911.48	893584.0	316809.34	157008.06	1431381.6	404650.34	2319084.0	758601.7	291693.75
Q5JSH3	WDR44	WDR44_HUMAN	0.5	1.5	2.5	1.6666666666666667	HUMAN			134995.12		82200.914	214221.69	39397.875	64372.57			20090.203	81524.91	69670.86	320382.1			51209.78	75726.67	107262.9	373773.22					21745.45		85475.05	105715.69	62551.773	174451.61
Q5JSZ5	PRRC2B	PRC2B_HUMAN	26.0	28.125	129.5	138.66666666666666	HUMAN	3839225.0	3656699.5	8158263.5	7412866.0	235357220.0	183999220.0	353339070.0	309296600.0	3776503.8	7054928.0	4441709.5	4740105.0	217384560.0	223809100.0	105504400.0	71093416.0	6177241.0	6383884.5	11393548.0	10296854.0	76290250.0	59145344.0	3103832.5	5244470.0	4814597.5	3516937.8	281122600.0	201849260.0	405468960.0	265074600.0
Q5JTC6	AMER1	AMER1_HUMAN	0.0	0.125	0.75	0.8333333333333334	HUMAN					11708.056	7473.2007		4411.5117					6581.12	5830.3564	5979.5664	1466.0238			2447.4592								2258.9653		3145.811	
Q5JTD0	TJAP1	TJAP1_HUMAN	1.875	1.875	12.625	12.166666666666666	HUMAN	169299.48	278548.88	235430.05	177708.06	1534648.8	1211383.0	1042334.0	741366.1	19094.602	99752.29	2453.7866	30482.238	1191966.5	944707.9	783142.0	255062.94		48321.92	93362.625	220811.44	560420.25	584999.2	19084.717	40366.66		73271.56	1180151.4	1154939.9	1189440.2	1123293.9
Q5JTH9	RRP12	RRP12_HUMAN	17.125	12.375	40.125	39.166666666666664	HUMAN	990036.1	1797980.4	2026469.8	990235.3	28539992.0	24742678.0	58034610.0	61596880.0	10303342.0	16727065.0	802229.1	938230.75	49262212.0	47665904.0	5000847.5	3608187.0	1203471.8	2650305.0	5277161.5	5146149.0	14430080.0	10842628.0	1956768.1	3967868.2	1114476.0	1810501.5	60826360.0	33634940.0	56282508.0	39121652.0
Q5JTV8	TOR1AIP1	TOIP1_HUMAN	5.625	5.75	7.75	7.666666666666667	HUMAN	236982.97	367282.97	460033.75	540877.3	871111.94	564024.0	1196490.0	940327.75	356023.16	770941.75	314411.7	253776.12	2150994.5	2559304.5	519653.3	217094.02	271757.3	862682.4	520956.94	664658.3	663747.44	276205.12	278303.88	473449.75	544473.1	409372.66	1343103.2	958622.1	1511106.8	780717.5
Q5JTW2	CEP78	CEP78_HUMAN	14.75	16.125	10.625	8.666666666666666	HUMAN	2541198.2	3753111.5	8174409.0	4629182.5	1859024.2	1272563.5	1830370.5	958601.5	1561443.9	2201313.8	2749970.5	2040394.8	1691359.6	2006277.8	43957.22	23827.73	1121751.4	1453502.0	2162949.2	2103189.8	242872.52	86499.21	1207636.5	2189745.8	1906848.2	1584672.6	1931649.8	1257240.0	1113661.2	906586.25
Q5JTZ9	AARS2	SYAM_HUMAN	5.375	6.625	6.625	5.166666666666667	HUMAN	9301.673	899715.06	836319.9	1829564.8	1869341.6	1125861.8	3140835.8	2329111.2	309389.56	1011979.94	421863.97	793988.3	3241686.5	2644734.2	5943.352	2080.0718	812901.8	1158957.8	1254835.1	2219512.0	12217.479	4418.8936	227574.28	1799547.2	529984.75	759627.06	2770497.5	1753764.8	3411661.5	1606336.0
Q5JU69	TOR2A	TOR2A_HUMAN	0.25	0.375	0.25	0.16666666666666666	HUMAN		14504.1		12883.244							2380.2053			3985.2212										12896.648		2852.3467	5851.817		9771.328	
Q5JU85	IQSEC2	IQEC2_HUMAN	0.125	0.25	0.125	0.5	HUMAN							753.1155	292420.12		1062.8516			925.0842						362891.3										453912.94	
Q5JUR7	TEX30	TEX30_HUMAN	0.5	0.5	0.875	0.6666666666666666	HUMAN		3275.5325		4776.825		15614.948	6248.4927	5813.8564		20534.822			33137.55	18356.94			9649.685		24086.947	13866.558	6639.19	5091.483		8784.164	16897.586		19102.188	13893.815	16486.338	13837.168
Q5JVF3	PCID2	PCID2_HUMAN	3.75	4.125	5.25	4.5	HUMAN	398265.03	590560.9	151286.8	155076.7	1165430.1	992548.56	892666.4	810619.44	601030.5	926134.94	30706.438	387245.94	1453375.6	1089251.2	412184.5	330067.3	525914.06	731325.1	784415.2	634040.7	52737.06	325043.88	83799.77	443084.44	863711.4	497119.38	707794.9	400144.3	1856353.2	528388.75
Q5JVS0	HABP4	HABP4_HUMAN	1.75	2.0	6.0	6.166666666666667	HUMAN		93979.36	84567.97	120454.58	805626.25	491295.22	932161.9	831442.6		157765.02		90333.484	1203822.2	874852.6	264324.4	253780.56	122382.79	311501.62	352215.94	289163.6	492455.12	492217.47	33936.234	413331.47	111685.66		1323927.1	639664.1	1187830.8	849428.0
Q5JWF2	GNAS	GNAS1_HUMAN	10.125	9.125	8.625	6.666666666666667	HUMAN	767190.56	1115841.6	878684.44	1334240.9	1805110.9	1972089.5	2336110.0	1776016.0	1264320.8	1751545.4	1319313.9	862495.3	3256884.8	4198901.5	752368.44	558598.3	7064667.0	12485975.0	14125408.0	13663936.0	1973233.0	1963428.4	2133999.2	4070944.2	2579597.0	1729500.2	2144263.8	1730413.1	2043430.5	1415319.0
Q5JXC2	MIIP	MIIP_HUMAN	6.0	7.0	0.75	0.5	HUMAN	870294.25	1268877.8	3396201.0	3223263.5	84207.125	96064.195	53573.605	135368.1	279083.7	840824.3	1213311.6	920155.25	89563.8	129563.195			382650.66	478901.34	245731.69	188238.02			719896.9	327872.88	1517772.9	545559.94			63244.855	
Q5K651	SAMD9	SAMD9_HUMAN	5.875	7.125	8.375	7.833333333333333	HUMAN	133383.58	694310.9	1025278.9	362635.94	2294929.0	1757039.0	2156894.2	887670.9	312307.84	623926.9	529183.94	313030.25	2179212.8	2084890.9	35003.523		715173.25	351033.2	4012493.5	2315484.0	74123.9	93490.69	231672.06	298880.5	681053.1	719584.94	554924.7	628574.7	1307618.8	1154052.0
Q5KR48	TPM2	TPM2_BOVIN	0.5	0.25	0.25	0.0	BOVIN																	12830.881	17800.63	36956.742	24205.008	7201.7197	15574.845	5294.275	4789.285						
Q5M775	SPECC1	CYTSB_HUMAN	48.25	46.625	27.5	13.166666666666666	HUMAN	9904723.0	14661031.0	10942077.0	11281988.0	6639061.0	4891546.0	4486429.5	4796656.0	13030155.0	24833836.0	14865208.0	12328157.0	15060209.0	15695483.0	182420.03	165355.16	69677336.0	108153560.0	187552960.0	165349810.0	7311754.0	6232704.5	22957338.0	44809210.0	20252062.0	13416311.0	3862511.5	1996287.5	5128914.5	3470789.0
Q5MIZ7	PPP4R3B	P4R3B_HUMAN	0.875	1.5	1.375	1.0	HUMAN		6444.6987	11794.106	8670.318	16947.656	7224.4697	9220.677	4881.2983		10079.128	8477.415	6933.613	19567.3	39719.125		2289.4563	4894.958	12994.391	201054.67	15126.694	4904.724	2582.4392	6753.52	12135.92	7993.0396	17597.95	17709.791	5435.45	39279.7	10230.883
Q5MNZ6	WDR45B	WIPI3_HUMAN	2.375	2.5	4.875	5.333333333333333	HUMAN	222992.95	363675.75	294617.56	26569.535	847960.8	217998.47	341773.9	380360.12	43300.74	150207.38	147717.58	21707.062	477384.78	317008.8	354129.25	33129.832	80329.586	17750.229	132294.44	152317.44	318479.5	251102.17		268755.16	224381.55	64081.996	773983.6	239610.42	739301.25	387974.0
Q5PRF9	SAMD4B	SMAG2_HUMAN	0.375	0.5	2.5	2.5	HUMAN					144525.2	59104.79	202908.44	259585.02		24980.033			174760.34	65284.598		2220.174		74678.48	3750.9436	2943.5			2397.2107		1174.6042		129836.95	111211.08	315368.6	114483.72
Q5QJE6	DNTTIP2	TDIF2_HUMAN	18.25	8.625	41.125	37.5	HUMAN	401224.94	1061151.2	1171927.6	864284.5	59166364.0	45238700.0	117279390.0	123441250.0	16061447.0	31322132.0	576497.44	593543.9	61436970.0	71686460.0	12584982.0	9391563.0	1894013.9	3139037.2	5259983.0	3863222.0	33728148.0	24643180.0	2758450.0	7611210.5	2318829.5	1156687.9	100828590.0	69872680.0	110814740.0	79374180.0
Q5QP82	DCAF10	DCA10_HUMAN	1.375	2.375	3.0	4.0	HUMAN	6375.631	26953.996	261690.38	8436.66	109637.76	335928.7	175815.98	100565.086	10083.037	153922.48	98464.766	113853.31	107371.336	83423.98	24552.877	18048.814		80269.8	171887.6	66165.586		19489.068		44755.504	4407.0547	15781.246	85695.41	61852.305	200586.56	30118.162
Q5R372	RABGAP1L	RBG1L_HUMAN	0.125	0.25	0.625	0.3333333333333333	HUMAN		12729.977	15606.729		10662.779	9841.556							6714.947	17548.889											10768.337		9600.479		15523.714	12467.932
Q5RI15	COX20	COX20_HUMAN	1.875	1.875	2.375	2.6666666666666665	HUMAN	7477.0815	21482.438	53085.43	14510.805	127255.17	9099.467	215688.98	260486.84	105866.52	281150.28	19381.654	21165.535	219853.34	78497.44	10970.062		128300.85	82925.39	72720.72	57522.207	37139.023	15319.327		30792.64	65492.824	22458.67	37285.223	53507.312	274553.28	160475.33
Q5RKV6	EXOSC6	EXOS6_HUMAN	5.375	4.0	8.75	8.166666666666666	HUMAN	267147.22	518440.53	777361.4	393946.3	4509538.5	3539069.0	6247602.5	6923260.5	1237899.8	2284196.0	560923.1	329190.44	5398038.0	5524494.5	2553243.8	1445053.0	481377.97	1036602.8	1255911.8	728446.06	5089022.0	3467802.2	504520.47	1107610.6	290903.06	483223.88	6670212.0	4749991.5	6389615.0	4004733.2
Q5SNT2	TMEM201	TM201_HUMAN	2.25	2.0	3.75	3.3333333333333335	HUMAN	15679.508	34714.656	21722.465	127231.586	231589.72	90155.94	295077.66	265419.62	142643.34	314631.12	35423.043	3275.0051	1708286.1	338829.0	15306.215	25241.006	59813.44	24299.676	121175.375	1160418.8	61060.047	16759.416	58915.79	89938.47		26323.137	144140.66	110983.33	1477312.2	1168582.9
Q5SQI0	ATAT1	ATAT_HUMAN	0.0	0.0	0.5	0.16666666666666666	HUMAN					916.6499								868.56525	1982.0376	478.1867												136271.86			
Q5SQN1	SNAP47	SNP47_HUMAN	1.0	0.625	0.5	0.5	HUMAN		214815.73		381726.8			9812.623	2230.773	3344.057	6116.1006	15110.905		12229.407				4897.4336	147355.45		386258.03		3663.6958		178470.25	222940.19		7592.425		9011.511	
Q5SRE5	NUP188	NU188_HUMAN	13.875	16.25	14.875	13.333333333333334	HUMAN	1500792.5	1758306.2	1270294.5	1969334.4	1774527.9	924293.3	1895931.9	2134547.8	1879866.5	2696116.5	336965.56	191766.98	5006398.0	4352242.5	142954.0	82881.9	1883904.4	4269028.5	3787148.0	5690504.0	466162.28	40753.594	1041020.0	826074.4	2176790.2	1058286.6	2087062.6	1374660.2	3686070.2	1827170.6
Q5SSJ5	HP1BP3	HP1B3_HUMAN	16.125	8.125	33.25	30.166666666666668	HUMAN	4289844.5	1649582.9	1978970.8	1733344.9	25037670.0	15130018.0	30721252.0	33304438.0	8581211.0	20283806.0	544682.3	960596.2	39746060.0	55400596.0	5323018.0	3724241.5	1975422.4	2712627.5	4044286.0	4105207.5	23541346.0	16115122.0	1779417.0	3621038.2	1452946.5	1268957.5	40100644.0	39528236.0	33702604.0	19237102.0
Q5SVS4	SLC25A30	KMCP1_HUMAN	0.875	1.375	2.125	1.8333333333333333	HUMAN			42098.707	121784.01	150879.03	152864.8	258353.84	151778.36	17572.855				200496.52	273574.94	16708.16	3898.2944	71765.266	108940.12	303606.06	23943.512	6098.374		13376.233	26615.605	61796.465		61144.477	215183.52	434165.78	55856.875
Q5SVZ6	ZMYM1	ZMYM1_HUMAN	0.125	0.125	0.75	0.6666666666666666	HUMAN					678.89703		10195.546	24224.738		19089.445	17706.713		20760.17	2342.681													14742.615		13395.842	1263.5703
